PDB ID	Entry	Cross-reference (ChEMBL)	Cross-reference (BindingDB)	Protein names
3dla	P9WJJ3			Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing])
4gbz,4gby	P0AGF4			D-xylose-proton symporter (D-xylose transporter)
3ta1,3ta0	O28524			Nitrogen regulatory protein P-II (GlnB-3)
5oxm,5oxn,6ghj,5oxk,5oxl,4d2d	Q5M4H8			Di-or tripeptide:H+ symporter
1osv	Q62735	CHEMBL4105917;		Bile acid receptor (Farnesoid X-activated receptor) (Farnesol receptor HRR-1) (Nuclear receptor subfamily 1 group H member 4) (Retinoid X receptor-interacting protein 14) (RXR-interacting protein 14)
2p3i	P12473			Outer capsid protein VP4 (Hemagglutinin) [Cleaved into: Outer capsid protein VP8*; Outer capsid protein VP5*]
3gx0	P77526			Disulfide-bond oxidoreductase YfcG (EC 1.8.4.-) (GSH-dependent disulfide-bond oxidoreductase YfcG) (GST N1-1) (GST-like protein YfcG) (Organic hydroperoxidase) (EC 1.11.1.-)
5lzh,1eei,1pzj	Q57193			Cholera enterotoxin B-subunit (Cholera enterotoxin subunit B) (Cholera toxin B protein (CTB)) (Cholera toxin B subunit) (Cholera toxin beta subunit) (Cholera toxin subunit B) (Cholerae toxin B subunit) (CtxB)
2os9,2ria,2rib,2ork,2ggu,2ggx	P35247	CHEMBL2176857;		Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Collectin-7) (Lung surfactant protein D)
4b5t,4b5w,4b5s	B1IS70			4-hydroxy-2-oxo-heptane-1,7-dioate aldolase (EC 4.1.2.52) (2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase) (HHED aldolase) (4-hydroxy-2-ketoheptane-1,7-dioate aldolase) (HKHD aldolase)
1ny2,5i25	P01042	CHEMBL3638337;	P01042;	Kininogen-1 (Alpha-2-thiol proteinase inhibitor) (Fitzgerald factor) (High molecular weight kininogen) (HMWK) (Williams-Fitzgerald-Flaujeac factor) [Cleaved into: Kininogen-1 heavy chain; T-kinin (Ile-Ser-Bradykinin); Bradykinin (Kallidin I); Lysyl-bradykinin (Kallidin II); Kininogen-1 light chain; Low molecular weight growth-promoting factor]
4wf4,4wet,4wey	A0A0H2UL03			Thiol:disulfide interchange protein
1gzc,1gz9	P83410	CHEMBL1649057;		Lectin (ECL)
2r0h	Q206Z5			Galectin-3 (Cgl-III) (Galectin III)
5m4q,5mby	P12955	CHEMBL4185;	P12955;	Xaa-Pro dipeptidase (X-Pro dipeptidase) (EC 3.4.13.9) (Imidodipeptidase) (Peptidase D) (Proline dipeptidase) (Prolidase)
3tf7	Q60597	CHEMBL2176831;		2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)
4g93	P03147			Capsid protein (Core antigen) (Core protein) (HBcAg) (p21.5)
6eji	Q0P9C5			GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase (EC 2.4.1.292) (Protein glycosylation H)
6eji	O86151			WlaC protein
2jbv	Q7X2H8			Choline oxidase (EC 1.1.3.17)
3obq	O14964			Hepatocyte growth factor-regulated tyrosine kinase substrate (Hrs) (Protein pp110)
5v2l	Q837E0			Diphosphomevalonate decarboxylase (EC 4.1.1.33)
2ay2,2ay9,2ay8,2ay1,2ay7,2ay5,2ay4,2ay6,2ay3	P95468			Aromatic-amino-acid aminotransferase (ARAT) (AROAT) (EC 2.6.1.57)
2hwg	P08839			Phosphoenolpyruvate-protein phosphotransferase (EC 2.7.3.9) (Phosphotransferase system, enzyme I)
2n7b	Q9NYZ4			Sialic acid-binding Ig-like lectin 8 (Siglec-8) (Sialoadhesin family member 2) (SAF-2)
3pjg	A0A0J9WZA6			UDP-glucose 6-dehydrogenase (EC 1.1.1.22)
5vkm	P20273	CHEMBL3218;	P20273;	B-cell receptor CD22 (B-lymphocyte cell adhesion molecule) (BL-CAM) (Sialic acid-binding Ig-like lectin 2) (Siglec-2) (T-cell surface antigen Leu-14) (CD antigen CD22)
2lsp	Q04206	CHEMBL5533;	Q04206;	Transcription factor p65 (Nuclear factor NF-kappa-B p65 subunit) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 3)
1h46	Q7LHI2			Glucanase (EC 3.2.1.-)
1np0	P07686	CHEMBL5877;	P07686;	Beta-hexosaminidase subunit beta (EC 3.2.1.52) (Beta-N-acetylhexosaminidase subunit beta) (Hexosaminidase subunit B) (Cervical cancer proto-oncogene 7 protein) (HCC-7) (N-acetyl-beta-glucosaminidase subunit beta) [Cleaved into: Beta-hexosaminidase subunit beta chain B; Beta-hexosaminidase subunit beta chain A]
1kf0,1vjd,1vjc	Q7SIB7			Phosphoglycerate kinase 1 (EC 2.7.2.3)
4g19	I6ZUH3			Glutathione transferase (Glutathione transferase GTE1)
2gsu	Q8PIS1			Phosphodiesterase-nucleotide pyrophosphatase
3x1k	A0A0X1KGP2			Phosphopantetheine adenylyltransferase (EC 2.7.7.3) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase) (PPAT)
4cd8,4cd6	A5H1I6			Endo-beta-1,4-mannanase
1bo5	P0A6F3			Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)
1d1p	P40347	CHEMBL5397;	P40347;	Low molecular weight phosphotyrosine protein phosphatase (EC 3.1.3.48) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (PTPase)
1qw7	P0A434			Parathion hydrolase (EC 3.1.8.1) (Phosphotriesterase) (PTE)
1ylv,1w31	P05373			Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)
2qpu	P00693	CHEMBL3616349;	P00693;	Alpha-amylase type A isozyme (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (HvAMY1) (Low pI alpha-amylase)
2wp1	Q91Y44			Bromodomain testis-specific protein (Bromodomain-containing female sterile homeotic-like protein) (RING3-like protein)
1i2s,3b3x	P00808	CHEMBL5633;	P00808;	Beta-lactamase (EC 3.5.2.6) (Penicillinase) [Cleaved into: Large exopenicillinase; Small exopenicillinase]
3bb1	Q41009			Translocase of chloroplast 34 (EC 3.6.5.-) (34 kDa chloroplast outer envelope protein) (GTP-binding protein IAP34) (GTP-binding protein OEP34)
3g0i	Q9UR30			Epoxide hydrolase (EC 3.3.2.3)
3jdw	P50440			Glycine amidinotransferase, mitochondrial (EC 2.1.4.1) (L-arginine:glycine amidinotransferase) (Transamidinase)
4d52,4c1y	Q4WW81			Fucose-specific lectin (Aspergillus fumigatus lectin) (AFL)
5dqf	P35747	CHEMBL3751645;		Albumin (allergen Equ c 3)
5ujv	A0A2D1UXN2			PYR1
3sk2	Q8GPH6			Phenazine antibiotic resistance protein EhpR
4a4c	P62837	CHEMBL4105990;		Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2) (p53-regulated ubiquitin-conjugating enzyme 1)
4rrg,4rrf	Q58597			Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)
1gyx,1gyy	P31992			Tautomerase PptA (EC 5.3.2.-)
2pem	Q44176			Ribulose bisphosphate carboxylase large chain (RuBisCO large subunit) (EC 4.1.1.39)
2pem	Q44177			RuBisCO chaperone RbcX
4guj,4gui,4iuo	P58687			3-dehydroquinate dehydratase (3-dehydroquinase) (DHQD) (EC 4.2.1.10) (Type I DHQase) (Type I dehydroquinase) (DHQ1)
5hog	P38859			DNA replication ATP-dependent helicase/nuclease DNA2 [Includes: DNA replication nuclease DNA2 (EC 3.1.-.-); DNA replication ATP-dependent helicase DNA2 (EC 3.6.4.12)]
4y4v	O25255			Conserved hypothetical secreted protein
2qv7	Q6GFF9			Diacylglycerol kinase (DAG kinase) (DAGK) (EC 2.7.1.107)
3tsd	A0A6L8P2U9			Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)
5b6c	Q92890			Ubiquitin recognition factor in ER-associated degradation protein 1 (Ubiquitin fusion degradation protein 1) (UB fusion protein 1)
5ggj,5ggl,5ggo,5ggp,5ggk,5ggn	Q8WZA1	CHEMBL2321629;		Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 (POMGnT1) (EC 2.4.1.-) (UDP-GlcNAc:alpha-D-mannoside beta-1,2-N-acetylglucosaminyltransferase I.2) (GnT I.2)
2bve	Q62230			Sialoadhesin (Sheep erythrocyte receptor) (SER) (Sialic acid-binding Ig-like lectin 1) (Siglec-1) (CD antigen CD169)
2o9v,4ln2,4lnp	Q9BX66			Sorbin and SH3 domain-containing protein 1 (Ponsin) (SH3 domain protein 5) (SH3P12) (c-Cbl-associated protein) (CAP)
1c3x	P81989			Purine nucleoside phosphorylase (PNP) (Pu-NPase) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)
1qsc	Q12933			TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)
4orx,4ory,4oru	P41222	CHEMBL3430865;	P41222;	Prostaglandin-H2 D-isomerase (EC 5.3.99.2) (Beta-trace protein) (Cerebrin-28) (Glutathione-independent PGD synthase) (Lipocalin-type prostaglandin-D synthase) (L-PGDS) (Prostaglandin-D2 synthase) (PGD2 synthase) (PGDS) (PGDS2)
1l2z	O95400			CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)
1l2z	P06729	CHEMBL2040;	P06729;	T-cell surface antigen CD2 (Erythrocyte receptor) (LFA-2) (LFA-3 receptor) (Rosette receptor) (T-cell surface antigen T11/Leu-5) (CD antigen CD2)
4gwi	Q2PHL4			Thiol-activated cytolysin
1bcj	P19999			Mannose-binding protein A (MBP-A) (Mannan-binding protein)
1gz3,1gz4	P23368			NAD-dependent malic enzyme, mitochondrial (NAD-ME) (EC 1.1.1.38) (Malic enzyme 2)
1pdz	P56252			Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)
1wht	P08819			Serine carboxypeptidase 2 (EC 3.4.16.6) (CPDW-II) (CP-WII) (Carboxypeptidase D) (Serine carboxypeptidase II) [Cleaved into: Serine carboxypeptidase 2 chain A (Serine carboxypeptidase II chain A); Serine carboxypeptidase 2 chain B (Serine carboxypeptidase II chain B)]
2bmz	O22321			Ripening-associated protein
5c6p	M1E1G6			Protein B
5c6p	Q5F9J8			Multidrug transporter
2vfk	Q6JP77			A-kinase anchor protein 7 isoforms delta and gamma (AKAP-7 isoforms delta and gamma) (A-kinase anchor protein 18) (AKAP-18) (Protein kinase A-anchoring protein 7 isoforms delta and gamma) (PRKA7 isoforms delta and gamma)
1fwu,1fwv	Q61830			Macrophage mannose receptor 1 (MMR) (CD antigen CD206)
2am4	P27115			Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase (EC 2.4.1.101) (N-glycosyl-oligosaccharide-glycoprotein N-acetylglucosaminyltransferase I) (GNT-I) (GlcNAc-T I)
5enc,5eni,5enj,5enb,5ene,5enf,5enh	Q8WWQ0	CHEMBL2176773;		PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)
3fj7,3fjg	Q0PBL7			Major antigenic peptide PEB3
4y5s	Q4WAW9			Verruculogen synthase (EC 1.14.11.38) (Fumitremorgin biosynthesis protein F)
1ihy	P56649			Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12)
1oh4	Q9RIK9			Beta-mannosidase
2wq5	P15445	CHEMBL5584;	P15445;	Acidic phospholipase A2 2 (PLA22) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)
3v30	P48382			DNA-binding protein RFX5 (Regulatory factor X 5)
2iyf	Q53685	CHEMBL3308957;		Oleandomycin glycosyltransferase (EC 2.4.1.-)
5x9h	Q5SMG8			Magnesium transporter MgtE
1mpl	P15555	CHEMBL3350;		D-alanyl-D-alanine carboxypeptidase (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4)
2y9g	Q7Z8V1			Hemolytic lectin LSLa
3hav	Q9EVD7			Aminoglycoside phosphotransferase
2za3,3vi2	Q8T6J6	CHEMBL5173;	Q8T6J6;	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (Uridine 5'-monophosphate synthase)
4j86	P33767			Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 (Oligosaccharyl transferase subunit WBP1) (Oligosaccharyl transferase subunit beta)
4k8o	P36370			Antigen peptide transporter 1 (APT1) (EC 7.4.2.-) (ATP-binding cassette sub-family B member 2) (Peptide transporter TAP1)
4q46	A0A0J9X1Z6			Polymerase basic protein 2
4tnw	G5EBR3			Glutamate-gated chloride channel alpha (Avermectin-sensitive glutamate-gated chloride channel GluCl alpha) (GluCl alpha)
6g28,6g2a	P54922			[Protein ADP-ribosylarginine] hydrolase (ADP-ribosylarginine hydrolase) (hARH1) (EC 3.2.2.19) (ADP-ribose-L-arginine cleaving enzyme)
1ybo	P31431			Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein)
3nfk	P03524	CHEMBL3856167;		Glycoprotein
3q2m	O06916			Aminoglycoside O-phosphotransferase APH(9)-Ia (Spectinomycin phosphotransferase)
5ech,5eci	Q8L7C9			Glutathione S-transferase U20 (AtGSTU20) (EC 2.5.1.18) (FIN219-interacting protein 1) (GST class-tau member 20)
5ech,5eci	Q9SKE2			Jasmonoyl--L-amino acid synthetase JAR1 (EC 6.3.2.52) (Jasmonate-amino acid synthetase JAR1) (Jasmonic acid-amido synthetase JAR1) (Protein FAR-RED INSENSITIVE 219) (Protein JASMONATE RESISTANT 1)
6bnh	Q6NYC1			Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 (EC 1.14.11.-) (Histone arginine demethylase JMJD6) (JmjC domain-containing protein 6) (Jumonji domain-containing protein 6) (Lysyl-hydroxylase JMJD6) (Peptide-lysine 5-dioxygenase JMJD6) (Phosphatidylserine receptor) (Protein PTDSR)
2o9a	P16528			Transcriptional repressor IclR (Acetate operon repressor)
5wbf	O24911			Methyl-accepting chemotaxis transducer (TlpC)
3sgt	P60473			Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific) (EC 2.5.1.31) (Ditrans,polycis-undecaprenylcistransferase) (Undecaprenyl diphosphate synthase) (UDS) (Undecaprenyl pyrophosphate synthase) (UPP synthase)
4keq	Q988B9			4-pyridoxolactonase (EC 3.1.1.27)
1r0x,1r10	P26361			Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel)
1yhm	Q8WS26	CHEMBL4752;	Q8WS26;	Farnesyl diphosphate synthase
4oue,4ozo	Q8A5P6			Putative lipoprotein
5mxf,6f5w	C7BLE4			Uncharacterized protein
1utl,1utm,1utj	P35031			Trypsin-1 (EC 3.4.21.4) (Trypsin I)
3lzz	Q6WRH7			Cupin_5 domain-containing protein
1n1t,1n1v	O44049			Sialidase (EC 3.2.1.18)
4ivk	K4HQE7			Carboxylesterase (EC 3.1.1.1)
3rtx	O55236			mRNA-capping enzyme (HCE) (MCE1) [Includes: Polynucleotide 5'-triphosphatase (TPase) (mRNA 5'-triphosphatase) (EC 3.1.3.33); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]
3w5n	Q82PP4			Alpha-L-rhamnosidase (EC 3.2.1.40) (Rha78A)
5iyv	Q29PV4			Protein IDA-LIKE 1
5wkf	P17763			Genome polyprotein [Cleaved into: Capsid protein C (Capsid protein) (Core protein); Protein prM (Precursor membrane protein); Peptide pr (Peptide precursor); Small envelope protein M (Matrix protein); Envelope protein E; Non-structural protein 1 (NS1); Non-structural protein 2A (NS2A); Serine protease subunit NS2B (Flavivirin protease NS2B regulatory subunit) (Non-structural protein 2B); Serine protease NS3 (EC 3.4.21.91) (EC 3.6.1.15) (EC 3.6.4.13) (Flavivirin protease NS3 catalytic subunit) (Non-structural protein 3); Non-structural protein 4A (NS4A); Peptide 2k; Non-structural protein 4B (NS4B); RNA-directed RNA polymerase NS5 (EC 2.1.1.56) (EC 2.1.1.57) (EC 2.7.7.48) (Non-structural protein 5)]
1m0n,1m0o,1zc9,1m0q	P16932			2,2-dialkylglycine decarboxylase (DGD) (EC 4.1.1.64)
4dgb	P04590			Gag polyprotein (Pr55Gag) [Cleaved into: Matrix protein p17 (MA); Capsid protein p24 (CA); Spacer peptide 1 (SP1) (p2); Nucleocapsid protein p7 (NC); Spacer peptide 2 (SP2) (p1); p6-gag]
4dgb	P62940			Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]
4lqy	Q9Y6X5			Bis(5'-adenosyl)-triphosphatase ENPP4 (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Ectonucleotide pyrophosphatase/phosphodiesterase family member 4) (E-NPP 4) (NPP-4)
5kdf,5kde	P9WI55	CHEMBL3137292;	P9WI55;	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
1exw	P45478			Palmitoyl-protein thioesterase 1 (PPT-1) (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)
2gvv	Q7SIG4			Diisopropyl-fluorophosphatase (DFPase) (EC 3.1.8.2)
2qw1	P0AEE5			D-galactose-binding periplasmic protein (GBP) (D-galactose/ D-glucose-binding protein) (GGBP)
2vhq,2vhj	Q94M05			NTPase P4
2wor,2wos	P31151			Protein S100-A7 (Psoriasin) (S100 calcium-binding protein A7)
3zj8	Q8GU20			Strictosidine-O-beta-D-glucosidase (EC 3.2.1.105)
5ele,5elf,5lzg,5lzj	P01556			Cholera enterotoxin subunit B (Cholera enterotoxin B chain) (Cholera enterotoxin gamma chain) (Choleragenoid)
5nzm	Q4QDU3			UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
1grp,9icd	P08200			Isocitrate dehydrogenase [NADP] (IDH) (EC 1.1.1.42) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)
1kui,1kug,1kuk	O57413			Zinc metalloproteinase/disintegrin [Cleaved into: Snake venom metalloproteinase TM-3 (SVMP) (EC 3.4.24.-) (Atrolysin e) (Fibrinlysin) (Trimutase); Disintegrin trimucrin]
2oei	O00213			Amyloid-beta A4 precursor protein-binding family B member 1 (Protein Fe65)
2l8r	Q9Y530	CHEMBL4295991;		ADP-ribose glycohydrolase OARD1 (O-acetyl-ADP-ribose deacetylase 1) (EC 3.5.1.-) (Terminal ADP-ribose protein glycohydrolase 1) ([Protein ADP-ribosylglutamate] hydrolase OARD1) (EC 3.2.2.-)
2yim	O06543			Alpha-methylacyl-CoA racemase (AMACR) (EC 5.1.99.4) (MtMCR)
3fgc	P07739			Alkanal monooxygenase beta chain (EC 1.14.14.3) (Bacterial luciferase beta chain)
3fgc	P07740		P07740;	Alkanal monooxygenase alpha chain (EC 1.14.14.3) (Bacterial luciferase alpha chain)
3zhf	Q67953			Large envelope protein (L glycoprotein) (L-HBsAg) (LHB) (Large S protein) (Large surface protein) (Major surface antigen)
4i2w	P09446			Heat shock protein hsp-1 (Heat shock 70 kDa protein A)
5axi	P35569			Insulin receptor substrate 1 (IRS-1)
5axi	Q3TTA7			E3 ubiquitin-protein ligase CBL-B (EC 2.3.2.27) (Casitas B-lineage lymphoma proto-oncogene b) (RING-type E3 ubiquitin transferase CBL-B) (SH3-binding protein CBL-B) (Signal transduction protein CBL-B)
2cbz	P33527	CHEMBL3004;	P33527;	Multidrug resistance-associated protein 1 (EC 7.6.2.2) (ATP-binding cassette sub-family C member 1) (Glutathione-S-conjugate-translocating ATPase ABCC1) (EC 7.6.2.3) (Leukotriene C(4) transporter) (LTC4 transporter)
3muk,3jvk	Q9ESU6	CHEMBL3085619;	Q9ESU6;	Bromodomain-containing protein 4 (Mitotic chromosome-associated protein) (MCAP)
3bwk	Q9NAW4	CHEMBL1697661;		Cysteine protease falcipain-3
3pp7	Q27686	CHEMBL5149;	Q27686;	Pyruvate kinase (PK) (EC 2.7.1.40)
4fcm	Q13283			Ras GTPase-activating protein-binding protein 1 (G3BP-1) (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent DNA helicase VIII) (hDH VIII) (GAP SH3 domain-binding protein 1)
4kv9,4kva	G4VFI8			Septin
4rgd	Q47765			AS-48 protein (AS-48A) (BacA) (Enterocin proprotein) (Peptide antibiotic AS-48)
6fdu,6fdq	B0B9A0			Deubiquitinase and deneddylase Dub1 (ChlaDub1) (EC 3.4.22.-)
2ad5	P0A7E5			CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)
3c39	P00558	CHEMBL2886;	P00558;	Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)
3v30,3uxg	O14593			DNA-binding protein RFXANK (Ankyrin repeat family A protein 1) (Regulatory factor X subunit B) (RFX-B) (Regulatory factor X-associated ankyrin-containing protein)
5yvt	P50213	CHEMBL4296004;		Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)
5yvt	P51553			Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial (Isocitric dehydrogenase subunit gamma) (NAD(+)-specific ICDH subunit gamma)
4aa2	P01021			Bradykinin-potentiating and C-type natriuretic peptides (Angiotensin-converting enzyme inhibitor) (BPP-CNP homolog) [Cleaved into: Blomhotin; Bradykinin-potentiating peptide A (BPP-a) (Potentiator A); Leu3-blomhotin (Potentiator D); Bradykinin-potentiating peptide B (BPP-b) (Potentiator B); Bradykinin-potentiating peptide C (BPP-c) (Potentiator C); Bradykinin-potentiating peptide E (BPP-e) (Potentiator E); Bradykinin-potentiating peptide Ahb1 (BPP-Ahb1); Bradykinin-potentiating peptide Ahb2 (BPP-Ahb2); C-type natriuretic peptide]
5c7f	P49677			Auxin-responsive protein IAA1 (Indoleacetic acid-induced protein 1)
2lto,5yj8	Q9H7E2	CHEMBL3879852;		Tudor domain-containing protein 3
6fx1	A0A3B6UEU4			Lectin
1ax0,1axz,1ax1,3n35,1ax2	P16404			Lectin (ECorL)
2q8y	P0A2M9			MAPK phosphothreonine lyase (EC 4.2.3.-) (27.5 kDa virulence protein) (Secreted effector protein SpvC)
4edu	Q9BTM1			Histone H2A.J (H2a/j)
2vyt,4edu	Q9UQR0			Sex comb on midleg-like protein 2
1kqb	Q01234			Oxygen-insensitive NAD(P)H nitroreductase (NR) (EC 1.-.-.-)
1nu3	Q9ZAG3			Limonene-1,2-epoxide hydrolase (EC 3.3.2.8)
1s9v	P01920			HLA class II histocompatibility antigen, DQ beta 1 chain (MHC class II antigen DQB1)
1z3c	Q8SR66			mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7)-)-methyltransferase) (mRNA cap methyltransferase)
2bow	P39075			Multidrug-efflux transporter 1 regulator
1f9g,2brp	Q54873	CHEMBL1795158;	Q54873;	Hyaluronate lyase (EC 4.2.2.1) (Hyaluronidase) (HYase)
2j9l,2ja3	P51795			H(+)/Cl(-) exchange transporter 5 (Chloride channel protein 5) (ClC-5) (Chloride transporter ClC-5)
3tvl	Q9BU02			Thiamine-triphosphatase (ThTPase) (EC 3.6.1.28)
4ayt,4ayx,4ayw	Q9NRK6			ATP-binding cassette sub-family B member 10, mitochondrial (ATP-binding cassette transporter 10) (ABC transporter 10 protein) (Mitochondrial ATP-binding cassette 2) (M-ABC2)
4p6c	Q9KKP2			3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12)
4usj	Q9SCL7			Acetylglutamate kinase, chloroplastic (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AtNAGK)
5wcm	Q89GW5			Blr6230 protein
3f6e,1mcz,3fsj,3fzn	P20906			Benzoylformate decarboxylase (BFD) (BFDC) (EC 4.1.1.7)
3s3k	P35992			Tyrosine-protein phosphatase 10D (EC 3.1.3.48) (Receptor-linked protein-tyrosine phosphatase 10D) (DPTP10D)
5glu	A0A1L1QJZ7			Galectin
2q8m	P0A993			Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)
2rly,2jup,2rm0	Q05860			Formin-1 (Limb deformity protein)
2rly,2jup,2rm0	Q8CGF7			Transcription elongation regulator 1 (Formin-binding protein 28) (FBP 28) (TATA box-binding protein-associated factor 2S) (Transcription factor CA150) (p144)
5xo2	P06437			Envelope glycoprotein B (gB)
5xof,5xo2	Q9UKJ1			Paired immunoglobulin-like type 2 receptor alpha (Cell surface receptor FDF03) (Inhibitory receptor PILR-alpha)
6ex0	W8U368			GTP pyrophosphokinase (GTP pyrophosphokinase YwaC) (EC 2.7.6.5) (GTP pyrophosphokinase family protein) (Putative GTP pyrophosphokinase) (RelA/SpoT domain protein) (RelA/SpoT domain-containing protein)
