target_chembl_id	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos
CHEMBL3864	Q06124	Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3)	Tyrosine-protein phosphatase non-receptor type 11	Enzyme
CHEMBL3879830	P43249	G protein-coupled receptor kinase 5 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK5)	None	Unclassified
CHEMBL3879837	P56690	Isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	None	Unclassified
CHEMBL3879860	P28327	Rhodopsin kinase GRK1 (RK) (EC 2.7.11.14) (G protein-coupled receptor kinase 1)	None	Unclassified
CHEMBL3880	P07900	Heat shock protein HSP 90-alpha (EC 3.6.4.10) (Heat shock 86 kDa) (HSP 86) (HSP86) (Lipopolysaccharide-associated protein 2) (LAP-2) (LPS-associated protein 2) (Renal carcinoma antigen NY-REN-38)	Heat shock protein HSP 90-alpha	Other
CHEMBL3883284	P05106	Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)	Integrin beta-3	Other
CHEMBL3883323	P24863	Cyclin-C (SRB11 homolog) (hSRB11)	Cyclin-C	Other
CHEMBL3885801	Q8A5N9	Alpha-1,2-mannosidase	None	Unclassified
CHEMBL3885801	Q8A0N1	Putative alpha-1,2-mannosidase	None	Unclassified
CHEMBL3885801	Q8A325	Alpha-1,2-mannosidase, putative	None	Unclassified
CHEMBL3885801	Q8A0Q6	Putative alpha-1,2-mannosidase	None	Unclassified
CHEMBL3886	Q9NYL2	Mitogen-activated protein kinase kinase kinase 20 (EC 2.7.11.25) (Human cervical cancer suppressor gene 4 protein) (HCCS-4) (Leucine zipper- and sterile alpha motif-containing kinase) (MLK-like mitogen-activated protein triple kinase) (Mitogen-activated protein kinase kinase kinase MLT) (Mixed lineage kinase-related kinase) (MLK-related kinase) (MRK) (Sterile alpha motif- and leucine zipper-containing kinase AZK)	Mitogen-activated protein kinase kinase kinase 20	Kinase
CHEMBL3890	P16581	E-selectin (CD62 antigen-like family member E) (Endothelial leukocyte adhesion molecule 1) (ELAM-1) (Leukocyte-endothelial cell adhesion molecule 2) (LECAM2) (CD antigen CD62E)	E-selectin	Other
CHEMBL3898	P13497	Bone morphogenetic protein 1 (BMP-1) (EC 3.4.24.19) (Mammalian tolloid protein) (mTld) (Procollagen C-proteinase) (PCP)	Bone morphogenetic protein 1	Other
CHEMBL3902	P09211	Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1)	Glutathione S-transferase P	Enzyme
CHEMBL3905	P07948	Tyrosine-protein kinase Lyn (EC 2.7.10.2) (Lck/Yes-related novel protein tyrosine kinase) (V-yes-1 Yamaguchi sarcoma viral related oncogene homolog) (p53Lyn) (p56Lyn)	Tyrosine-protein kinase Lyn	Kinase
CHEMBL3912	Q8N1Q1	Carbonic anhydrase 13 (EC 4.2.1.1) (Carbonate dehydratase XIII) (Carbonic anhydrase XIII) (CA-XIII)	Carbonic anhydrase 13	Enzyme
CHEMBL3919	P19156	Potassium-transporting ATPase alpha chain 1 (EC 7.2.2.19) (Gastric H(+)/K(+) ATPase subunit alpha) (Proton pump)	None	Unclassified
CHEMBL3920	Q04759	Protein kinase C theta type (EC 2.7.11.13) (nPKC-theta)	Protein kinase C theta type	Kinase
CHEMBL3922	P50579	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (p67) (p67eIF2) (Peptidase M)	Methionine aminopeptidase 2	Enzyme
CHEMBL3927	P0C6U8	Replicase polyprotein 1a (pp1a) (ORF1a polyprotein) [Cleaved into: Non-structural protein 1 (nsp1) (Leader protein); Non-structural protein 2 (nsp2) (p65 homolog); Non-structural protein 3 (nsp3) (EC 3.4.19.12) (EC 3.4.22.-) (PL2-PRO) (Papain-like proteinase) (PL-PRO); Non-structural protein 4 (nsp4); 3C-like proteinase (3CL-PRO) (3CLp) (EC 3.4.22.69) (Main protease) (Mpro) (Non-structural protein 5) (nsp5) (SARS coronavirus main proteinase); Non-structural protein 6 (nsp6); Non-structural protein 7 (nsp7); Non-structural protein 8 (nsp8); Non-structural protein 9 (nsp9); Non-structural protein 10 (nsp10) (Growth factor-like peptide) (GFL); Non-structural protein 11 (nsp11)]	None	Unclassified
CHEMBL3954	P77173	Cell division protein ZipA (FtsZ interacting protein A)	None	Unclassified
CHEMBL3961	Q15759	Mitogen-activated protein kinase 11 (MAP kinase 11) (MAPK 11) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 beta) (MAP kinase p38 beta) (p38b) (Stress-activated protein kinase 2b) (SAPK2b) (p38-2)	Mitogen-activated protein kinase 11	Kinase
CHEMBL3972	P22102	Trifunctional purine biosynthetic protein adenosine-3 [Includes: Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (Glycinamide ribonucleotide synthetase) (GARS) (Phosphoribosylglycinamide synthetase); Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase); Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART)]	Trifunctional purine biosynthetic protein adenosine-3	Other
CHEMBL3973	P22455	Fibroblast growth factor receptor 4 (FGFR-4) (EC 2.7.10.1) (CD antigen CD334)	Fibroblast growth factor receptor 4	Kinase
CHEMBL3974	P25116	Proteinase-activated receptor 1 (PAR-1) (Coagulation factor II receptor) (Thrombin receptor)	Proteinase-activated receptor 1	GPCR
CHEMBL3975	P09467	Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)	Fructose-1,6-bisphosphatase 1	Enzyme
CHEMBL3977	P51160	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' (EC 3.1.4.35) (cGMP phosphodiesterase 6C)	Cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha'	Enzyme
CHEMBL3979	Q03181	Peroxisome proliferator-activated receptor delta (PPAR-delta) (NUCI) (Nuclear hormone receptor 1) (NUC1) (Nuclear receptor subfamily 1 group C member 2) (Peroxisome proliferator-activated receptor beta) (PPAR-beta)	Peroxisome proliferator-activated receptor delta	Nuclear Receptor
CHEMBL3983	P33981	Dual specificity protein kinase TTK (EC 2.7.12.1) (Phosphotyrosine picked threonine-protein kinase) (PYT)	Dual specificity protein kinase TTK	Kinase
CHEMBL3984	Q99640	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase (EC 2.7.11.1) (Myt1 kinase)	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase	Kinase
CHEMBL3988588	P0A9M5	Xanthine-guanine phosphoribosyltransferase (XGPRT) (EC 2.4.2.-) (EC 2.4.2.22) (Xanthine phosphoribosyltransferase)	None	Unclassified
CHEMBL3988603	P26662	Genome polyprotein [Cleaved into: Core protein precursor (Capsid protein C) (p23); Mature core protein (p21); Envelope glycoprotein E1 (gp32) (gp35); Envelope glycoprotein E2 (NS1) (gp68) (gp70); Viroporin p7; Protease NS2 (p23) (EC 3.4.22.-) (Non-structural protein 2) (NS2); Serine protease/helicase NS3 (EC 3.4.21.98) (EC 3.6.1.15) (EC 3.6.4.13) (Hepacivirin) (NS3 helicase) (NS3 protease) (NS3P) (Viroporin p70); Non-structural protein 4A (NS4A) (p8); Non-structural protein 4B (NS4B) (p27); Non-structural protein 5A (NS5A) (p56/58); RNA-directed RNA polymerase (EC 2.7.7.48) (NS5B) (p68)]	None	Unclassified
CHEMBL3991	P08709	Coagulation factor VII (EC 3.4.21.21) (Proconvertin) (Serum prothrombin conversion accelerator) (SPCA) (Eptacog alfa) [Cleaved into: Factor VII light chain; Factor VII heavy chain]	Coagulation factor VII	Enzyme
CHEMBL4005	P42336	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform (PI3-kinase subunit alpha) (PI3K-alpha) (PI3Kalpha) (PtdIns-3-kinase subunit alpha) (EC 2.7.1.137) (EC 2.7.1.153) (Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit alpha) (PtdIns-3-kinase subunit p110-alpha) (p110alpha) (Phosphoinositide 3-kinase alpha) (Phosphoinositide-3-kinase catalytic alpha polypeptide) (Serine/threonine protein kinase PIK3CA) (EC 2.7.11.1)	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform	Kinase
CHEMBL4014	P42684	Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson tyrosine-protein kinase 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)	Tyrosine-protein kinase ABL2	Kinase
CHEMBL4015	P41597	C-C chemokine receptor type 2 (C-C CKR-2) (CC-CKR-2) (CCR-2) (CCR2) (Monocyte chemoattractant protein 1 receptor) (MCP-1-R) (CD antigen CD192)	C-C chemokine receptor type 2	GPCR
CHEMBL402	P04035	3-hydroxy-3-methylglutaryl-coenzyme A reductase (HMG-CoA reductase) (EC 1.1.1.34)	3-hydroxy-3-methylglutaryl-coenzyme A reductase	Enzyme
CHEMBL4036	Q00535	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	Cyclin-dependent-like kinase 5	Kinase
CHEMBL4037	P18886	Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)	None	Unclassified
CHEMBL4040	P28482	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	Mitogen-activated protein kinase 1	Kinase
CHEMBL4065	P09955	Carboxypeptidase B (EC 3.4.17.2)	None	Unclassified
CHEMBL4068	P23946	Chymase (EC 3.4.21.39) (Alpha-chymase) (Mast cell protease I)	Chymase	Enzyme
CHEMBL4070	P19784	Casein kinase II subunit alpha' (CK II alpha') (EC 2.7.11.1)	Casein kinase II subunit alpha'	Kinase
CHEMBL4071	P08311	Cathepsin G (CG) (EC 3.4.21.20)	Cathepsin G	Enzyme
CHEMBL4072	P07858	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	Cathepsin B	Enzyme
CHEMBL4073	P09237	Matrilysin (EC 3.4.24.23) (Matrin) (Matrix metalloproteinase-7) (MMP-7) (Pump-1 protease) (Uterine metalloproteinase)	Matrilysin	Enzyme
CHEMBL4079	P25098	Beta-adrenergic receptor kinase 1 (Beta-ARK-1) (EC 2.7.11.15) (G-protein coupled receptor kinase 2)	Beta-adrenergic receptor kinase 1	Kinase
CHEMBL4081	P13726	Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142)	Tissue factor	Other
CHEMBL4083	P0A6L2	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	None	Unclassified
CHEMBL4091	P45568	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	None	Unclassified
CHEMBL4093	P55055	Oxysterols receptor LXR-beta (Liver X receptor beta) (Nuclear receptor NER) (Nuclear receptor subfamily 1 group H member 2) (Ubiquitously-expressed nuclear receptor)	Oxysterols receptor LXR-beta	Nuclear Receptor
CHEMBL4096	P04637	Cellular tumor antigen p53 (Antigen NY-CO-13) (Phosphoprotein p53) (Tumor suppressor p53)	Cellular tumor antigen p53	Transcription Factor
CHEMBL4098	O70370	Cathepsin S (EC 3.4.22.27)	None	Unclassified
CHEMBL4101	P17612	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	cAMP-dependent protein kinase catalytic subunit alpha	Kinase
CHEMBL4105728	Q8N884	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)	Cyclic GMP-AMP synthase	Enzyme
CHEMBL4105763	Q9NPD8	Ubiquitin-conjugating enzyme E2 T (EC 2.3.2.23) (Cell proliferation-inducing gene 50 protein) (E2 ubiquitin-conjugating enzyme T) (Ubiquitin carrier protein T) (Ubiquitin-protein ligase T)	Ubiquitin-conjugating enzyme E2 T	Other
CHEMBL4105786	P41182	B-cell lymphoma 6 protein (BCL-6) (B-cell lymphoma 5 protein) (BCL-5) (Protein LAZ-3) (Zinc finger and BTB domain-containing protein 27) (Zinc finger protein 51)	B-cell lymphoma 6 protein	Transcription Factor
CHEMBL4105798	Q0P9D1	UDP-N-acetylbacillosamine N-acetyltransferase (EC 2.3.1.203) (Protein glycosylation D) (UDP-4-amino-4,6-dideoxy-N-acetyl-alpha-D-glucosamine N-acetyltransferase)	None	Unclassified
CHEMBL4105809	Q92905	COP9 signalosome complex subunit 5 (SGN5) (Signalosome subunit 5) (EC 3.4.-.-) (Jun activation domain-binding protein 1)	COP9 signalosome complex subunit 5	Other
CHEMBL4105829	Q05320	Envelope glycoprotein (GP1,2) (GP) [Cleaved into: Shed GP (GP1,2-delta); GP1; GP2]	None	Unclassified
CHEMBL4105838	Q96GG9	DCN1-like protein 1 (DCNL1) (DCUN1 domain-containing protein 1) (Defective in cullin neddylation protein 1-like protein 1) (Squamous cell carcinoma-related oncogene)	DCN1-like protein 1	Other
CHEMBL4105839	P62575	Sialidase A (EC 3.2.1.18) (Neuraminidase A)	None	Unclassified
CHEMBL4105939	I6X8D2	Polyketide synthase Pks13 (EC 2.3.1.-)	None	Unclassified
CHEMBL4105972	O75643	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	U5 small nuclear ribonucleoprotein 200 kDa helicase	Enzyme
CHEMBL4106150	P05106	Integrin beta-3 (Platelet membrane glycoprotein IIIa) (GPIIIa) (CD antigen CD61)	Integrin beta-3	Other
CHEMBL4106153	P30274	Cyclin-A2 (Cyclin-A)	None	Unclassified
CHEMBL4106169	O75909	Cyclin-K	Cyclin-K	Other
CHEMBL4117	O96935	M1 family aminopeptidase (EC 3.4.11.-) (Pfa-M1)	None	Unclassified
CHEMBL4128	Q02763	Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (hTIE2) (p140 TEK) (CD antigen CD202b)	Angiopoietin-1 receptor	Kinase
CHEMBL4140	P34914	Bifunctional epoxide hydrolase 2 [Includes: Cytosolic epoxide hydrolase 2 (CEH) (EC 3.3.2.10) (Epoxide hydratase) (Soluble epoxide hydrolase) (SEH); Lipid-phosphate phosphatase (EC 3.1.3.76)]	None	Unclassified
CHEMBL4142	P21802	Fibroblast growth factor receptor 2 (FGFR-2) (EC 2.7.10.1) (K-sam) (KGFR) (Keratinocyte growth factor receptor) (CD antigen CD332)	Fibroblast growth factor receptor 2	Kinase
CHEMBL4179	P45984	Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9) (EC 2.7.11.24) (JNK-55) (Stress-activated protein kinase 1a) (SAPK1a) (Stress-activated protein kinase JNK2) (c-Jun N-terminal kinase 2)	Mitogen-activated protein kinase 9	Kinase
CHEMBL4181	P17707	S-adenosylmethionine decarboxylase proenzyme (AdoMetDC) (SAMDC) (EC 4.1.1.50) [Cleaved into: S-adenosylmethionine decarboxylase alpha chain; S-adenosylmethionine decarboxylase beta chain]	S-adenosylmethionine decarboxylase proenzyme	Enzyme
CHEMBL4191	Q99685	Monoglyceride lipase (MGL) (EC 3.1.1.23) (HU-K5) (Lysophospholipase homolog) (Lysophospholipase-like) (Monoacylglycerol lipase) (MAGL)	Monoglyceride lipase	Enzyme
CHEMBL4198	P98170	E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP)	E3 ubiquitin-protein ligase XIAP	Enzyme
CHEMBL4204	Q9HBH9	MAP kinase-interacting serine/threonine-protein kinase 2 (EC 2.7.11.1) (MAP kinase signal-integrating kinase 2) (MAPK signal-integrating kinase 2) (Mnk2)	MAP kinase-interacting serine/threonine-protein kinase 2	Kinase
CHEMBL4222	Q8II92	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	None	Unclassified
CHEMBL4224	P49759	Dual specificity protein kinase CLK1 (EC 2.7.12.1) (CDC-like kinase 1)	Dual specificity protein kinase CLK1	Kinase
CHEMBL4225	P49760	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)	Dual specificity protein kinase CLK2	Kinase
CHEMBL4226	P49761	Dual specificity protein kinase CLK3 (EC 2.7.12.1) (CDC-like kinase 3)	Dual specificity protein kinase CLK3	Kinase
CHEMBL4245	P62508	Estrogen-related receptor gamma (ERR gamma-2) (Estrogen receptor-related protein 3) (Nuclear receptor subfamily 3 group B member 3)	Estrogen-related receptor gamma	Nuclear Receptor
CHEMBL4247	Q9UM73	ALK tyrosine kinase receptor (EC 2.7.10.1) (Anaplastic lymphoma kinase) (CD antigen CD246)	ALK tyrosine kinase receptor	Kinase
CHEMBL4253	P06026	Rhizopuspepsin (EC 3.4.23.21)	None	Unclassified
CHEMBL4254	P00798	Penicillopepsin-1 (EC 3.4.23.20) (Aspartic protease) (Peptidase A)	None	Unclassified
CHEMBL4267	P37173	TGF-beta receptor type-2 (TGFR-2) (EC 2.7.11.30) (TGF-beta type II receptor) (Transforming growth factor-beta receptor type II) (TGF-beta receptor type II) (TbetaR-II)	TGF-beta receptor type-2	Kinase
CHEMBL4282	P31749	RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)	RAC-alpha serine/threonine-protein kinase	Kinase
CHEMBL4295575	P22262	Listeriolysin regulatory protein	None	Unclassified
CHEMBL4295577	P25043	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit PUP1) (Multicatalytic endopeptidase complex subunit PUP1) (Proteasome component PUP1) (Proteinase YSCE subunit PUP1)	None	Unclassified
CHEMBL4295578	P38624	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit PRE3) (Multicatalytic endopeptidase complex subunit PRE3) (Proteasome component PRE3) (Proteinase YSCE subunit PRE3)	None	Unclassified
CHEMBL4295585	P9WI83	Serine/threonine-protein kinase PknA (EC 2.7.11.1)	None	Unclassified
CHEMBL4295594	Q26710	Alternative oxidase, mitochondrial (EC 1.-.-.-)	None	Unclassified
CHEMBL4295631	A2RI47	Thiamine transporter ThiT (Thiamine ECF transporter S component ThiT)	None	Unclassified
CHEMBL4295695	P04190	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Cephalosporinase) (Metallo-beta-lactamase type II) (Metallothioprotein beta-lactamase II) (Penicillinase) (Zinc-requiring beta-lactamase II)	None	Unclassified
CHEMBL4295801	Q03111	Protein ENL (YEATS domain-containing protein 1)	Protein ENL	Other
CHEMBL4295831	Q15843	NEDD8 (Neddylin) (Neural precursor cell expressed developmentally down-regulated protein 8) (NEDD-8) (Ubiquitin-like protein Nedd8)	NEDD8	Other
CHEMBL4295910	Q91VE3	Kallikrein-7 (EC 3.4.21.117) (Serine protease 6) (Stratum corneum chymotryptic enzyme) (Thymopsin)	None	Unclassified
CHEMBL4295984	Q9VWX8	FI18190p1 (Frequenin 2, isoform A) (Frequenin 2, isoform B) (Frequenin 2, isoform C) (Frequenin 2, isoform D)	None	Unclassified
CHEMBL4296067	O75909	Cyclin-K	Cyclin-K	Other
CHEMBL4296117	Q15369	Elongin-C (EloC) (Elongin 15 kDa subunit) (RNA polymerase II transcription factor SIII subunit C) (SIII p15) (Transcription elongation factor B polypeptide 1)	Elongin-C	Other
CHEMBL4296117	Q15370	Elongin-B (EloB) (Elongin 18 kDa subunit) (RNA polymerase II transcription factor SIII subunit B) (SIII p18) (Transcription elongation factor B polypeptide 2)	Elongin-B	Other
CHEMBL4296287	A5K1A2	Glycylpeptide N-tetradecanoyltransferase (EC 2.3.1.97)	None	Unclassified
CHEMBL4296290	Q2HRB6	Capsid scaffolding protein (Capsid protein P40) (Protease precursor) (pPR) [Cleaved into: Assemblin (EC 3.4.21.97) (Protease); Assembly protein (Capsid assembly protein)]	None	Unclassified
CHEMBL4296293	Q8AAK6	Beta-mannosidase	None	Unclassified
CHEMBL4296295	O59010	Glutamate transporter homolog (Glt(Ph)) (Sodium-aspartate symporter Glt(Ph)) (Sodium-dependent aspartate transporter)	None	Unclassified
CHEMBL4296	Q15858	Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7)	Sodium channel protein type 9 subunit alpha	Ion Channel
CHEMBL4303	P08238	Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84)	Heat shock protein HSP 90-beta	Other
CHEMBL4315	P47900	P2Y purinoceptor 1 (P2Y1) (ADP receptor) (Purinergic receptor)	P2Y purinoceptor 1	GPCR
CHEMBL4319	Q8DNV6	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme)	None	Unclassified
CHEMBL4321	Q05769	Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (COX-2) (Glucocorticoid-regulated inflammatory cyclooxygenase) (Gripghs) (Macrophage activation-associated marker protein P71/73) (PES-2) (PHS II) (Prostaglandin H2 synthase 2) (PGH synthase 2) (PGHS-2) (Prostaglandin-endoperoxide synthase 2) (TIS10 protein)	None	Unclassified
CHEMBL4328	Q93088	Betaine--homocysteine S-methyltransferase 1 (EC 2.1.1.5)	Betaine--homocysteine S-methyltransferase 1	Enzyme
CHEMBL4333	P21453	Sphingosine 1-phosphate receptor 1 (S1P receptor 1) (S1P1) (Endothelial differentiation G-protein coupled receptor 1) (Sphingosine 1-phosphate receptor Edg-1) (S1P receptor Edg-1) (CD antigen CD363)	Sphingosine 1-phosphate receptor 1	GPCR
CHEMBL4338	P00491	Purine nucleoside phosphorylase (PNP) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)	Purine nucleoside phosphorylase	Enzyme
CHEMBL4341	P45352	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45)	None	Unclassified
CHEMBL4342	O15496	Group 10 secretory phospholipase A2 (EC 3.1.1.4) (Group X secretory phospholipase A2) (GX sPLA2) (sPLA2-X) (Phosphatidylcholine 2-acylhydrolase 10)	Group 10 secretory phospholipase A2	Enzyme
CHEMBL4355	O14976	Cyclin-G-associated kinase (EC 2.7.11.1)	Cyclin-G-associated kinase	Kinase
CHEMBL4361	Q07820	Induced myeloid leukemia cell differentiation protein Mcl-1 (Bcl-2-like protein 3) (Bcl2-L-3) (Bcl-2-related protein EAT/mcl1) (mcl1/EAT)	Induced myeloid leukemia cell differentiation protein Mcl-1	Other
CHEMBL4372	P15917	Lethal factor (LF) (EC 3.4.24.83) (Anthrax lethal toxin endopeptidase component)	None	Unclassified
CHEMBL4375	Q96SB4	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	SRSF protein kinase 1	Kinase
CHEMBL4393	P39900	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12)	Macrophage metalloelastase	Enzyme
CHEMBL4394	Q9NYA1	Sphingosine kinase 1 (SK 1) (SPK 1) (EC 2.7.1.91) (Acetyltransferase SPHK1) (EC 2.3.1.-)	Sphingosine kinase 1	Kinase
CHEMBL4409	Q9Y233	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A (EC 3.1.4.17)	cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A	Enzyme
CHEMBL4414	P46925	Plasmepsin-2 (EC 3.4.23.39) (Aspartic hemoglobinase II) (PFAPD)	None	Unclassified
CHEMBL4418	O15826	Putative deoxyuridine triphosphatase (dUTPase) (EC 3.6.1.23)	None	Unclassified
CHEMBL4422	O14842	Free fatty acid receptor 1 (G-protein coupled receptor 40)	Free fatty acid receptor 1	GPCR
CHEMBL4425	Q01064	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B (Cam-PDE 1B) (EC 3.1.4.17) (63 kDa Cam-PDE)	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B	Enzyme
CHEMBL4438	P36873	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit (PP-1G) (EC 3.1.3.16) (Protein phosphatase 1C catalytic subunit)	Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	Enzyme
CHEMBL4439	P36897	TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Activin A receptor type II-like protein kinase of 53kD) (Activin receptor-like kinase 5) (ALK-5) (ALK5) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I)	TGF-beta receptor type-1	Kinase
CHEMBL4451	P07267	Saccharopepsin (EC 3.4.23.25) (Aspartate protease) (PrA) (Proteinase A) (Carboxypeptidase Y-deficient protein 4) (Proteinase YSCA)	None	Unclassified
CHEMBL4461	Q9NTG7	NAD-dependent protein deacetylase sirtuin-3, mitochondrial (hSIRT3) (EC 2.3.1.286) (Regulatory protein SIR2 homolog 3) (SIR2-like protein 3)	NAD-dependent protein deacetylase sirtuin-3, mitochondrial	Epigenetic
CHEMBL4462	Q8IXJ6	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	NAD-dependent protein deacetylase sirtuin-2	Epigenetic
CHEMBL4471	P00735	Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain]	None	Unclassified
CHEMBL4482	O96013	Serine/threonine-protein kinase PAK 4 (EC 2.7.11.1) (p21-activated kinase 4) (PAK-4)	Serine/threonine-protein kinase PAK 4	Kinase
CHEMBL4508	Q16769	Glutaminyl-peptide cyclotransferase (EC 2.3.2.5) (Glutaminyl cyclase) (QC) (sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase) (EC)	Glutaminyl-peptide cyclotransferase	Enzyme
