pdbid	crylig_smiles	crylig_heavy_atom_number
4x5z	N#Cc1cc2cc(C[N@H+]3CC[C@H](Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)ccc2[nH]1	33
4og6	N#Cc1ccc(OCCC[N@H+]2CC[C@H]([C@@](O)(c3cccc(F)c3)C3CCCC3)CC2)cc1	32
4og3	N#Cc1ccc(OCCC[N@H+]2CC[C@H]([C@@](O)(c3ccccc3)C3CCCC3)CC2)cc1	31
4og7	NS(=O)(=O)c1ccc(OCCC[N@H+]2CC[C@H]([C@](O)(c3ccccn3)C3CCCC3)CC2)cc1	33
5dda	FCc1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1	27
4gq4	CC1(C)CNC(=[N+]2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)S1	27
5ddb	FC(F)c1nnc(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)s1	28
5ddd	CC1(C)CNC(=[N+]2CCN(c3ncnc4sc(CCF)cc34)CC2)S1	25
5ddc	FC(F)(F)Cc1cc2c(N3CCN(c4nnc(C(F)(F)F)s4)CC3)ncnc2s1	29
5ddf	CC1(C)CN=C(N2CCN(c3ncnc4sc(C(F)(F)C(F)(F)F)cc34)CC2)S1	29
5db0	N#Cc1cc2cc(C[N@H+]3CC[C@H](Nc4ncnc5sc(CC(F)(F)F)cc45)CC3)ccc2n1C[C@H](O)CO	38
4x5y	Cc1c(C[N@H+]2CC[C@H](Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1	40
5db3	COc1cc2c(cc(C#N)n2Cc2cn[nH]c2)c(C)c1C[N@H+]1CC[C@H](Nc2ncnc3sc(CC(F)(F)F)cc23)CC1	42
5db1	COc1cc2[nH]c(C#N)cc2cc1C[N@H+]1CC[C@H](Nc2ncnc3sc(CC(F)(F)F)cc23)CC1	35
6b41	COC(=O)N[C@H]1CCC[C@@H]1[C@](C#N)(c1cccc(F)c1)[C@H]1CC[N@H+](CC2CN(c3ccc(S(=O)(=O)C4CN(C(=O)CCC[NH+](C)C)C4)cc3)C2)CC1	52
4exs	C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O	14
5duw	OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](OS(O)(O)O)[C@H]1O	27
2w9h	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC	21
5sym	O=C(C[NH+]1CCN(C(=O)c2ccco2)CC1)Nc1cc(C(F)(F)F)ccc1Cl	28
5eth	Cn1ccc2c(S(=O)(=O)N(CC(F)(F)F)c3ccc4c(c3)CCCN4C(=O)c3cccs3)cccc21	36
3b0w	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	55
4nb6	O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1	31
5ntq	O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1	31
5nu1	CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1	36
4xt9	CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cc(Cl)ccc3Cl)c(-c3ccccc3)s2)cc1	34
5za1	CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(C(C)(C)C(=O)Nc3ccccc3)cc2)cc1	33
4nie	CCC[N@@H+](Cc1ccccc1)Cc1ccc(NC(=O)Cc2ccc(S(=O)(=O)CC)cc2)cc1	33
5c4s	O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccc(F)c23)c(F)c1	33
5c4u	O=C(O)c1cc(F)c(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3cccnc23)cc1O	33
4wpf	CC(=O)N1CCN(c2ccc(CN(C3CCC3)S(=O)(=O)c3ccccc3)c(F)c2)CC1	31
5uhi	COc1nc2ccc([C@](O)(c3ccc(Cl)cc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1	40
5w4v	COc1nc2ccc([C@@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1	43
4wlb	CC(C)CN(Cc1ccc(F)cc1)S(=O)(=O)c1ccc(NC2CCN(S(C)(=O)=O)CC2)nc1	33
4ymq	C[C@H](CCO)N(C)C(=O)CCCN1c2ccccc2N(Cc2ccc(C(O)(C(F)(F)F)C(F)(F)F)cc2)S1(=O)=O	40
4zjr	CN(C(=O)c1c(F)cccc1Cl)c1ccc(-c2cc(C(N)=O)ccc2Cl)cc1OCC(F)(F)F	34
4zom	CC(=O)Nc1cc(-c2ccc(N(C)C(=O)c3c(F)cccc3Cl)c(N3C[C@H]4C[C@H]4C3)c2)n(C(C)C)n1	36
5w4r	COc1nc2ccc([C@@](O)(c3cncn3C)C3CCN(C(C)=O)CC3)cc2c(Cl)c1Cc1ccc(-n2cccn2)cc1	42
5ufr	CN(C)c1nc2ccc([C@](O)(c3ccncc3)c3cncn3C)cc2c(Cl)c1-c1ccccc1	34
5ufo	COc1nc2ccc([C@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c(Cl)c1-c1ccc(S(C)(=O)=O)cc1	41
5c4o	O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C(F)(F)F)c3ccccc23)cc1	31
6br2	COc1ccc2c(c1)CCN(C(=O)Cc1cc(=O)[nH]o1)[C@H]2C(=O)Nc1ccc(C(C)(C)C)c(F)c1	35
6br3	COc1ccc2c(n1)CCN(C(=O)[C@H]1C[C@@H](CC(=O)O)C1)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C	37
5nib	CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3cccc(C#N)c3)cs2)cc1	36
6esn	CCS(=O)(=O)c1ccc([C@@H](NC(C)=O)C(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1	35
5ni8	CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cccnc3OCc3ccccc3)cs2)cc1	34
6g07	CCS(=O)(=O)c1ccc(CC(=O)Nc2cnc(O[C@@H](C)c3ccccc3)c(Cl)c2)cc1	31
5yp5	CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3ccccc3)c(C(=O)c3ccccc3CC(C)C)s2)cc1	38
5ni7	CCS(=O)(=O)c1ccc(CC(=O)Nc2cc(-c3cc(C#N)ccc3OC)cs2)cc1	30
5yp6	CCS(=O)(=O)c1ccc(CC(=O)Nc2ccc(-c3ccc(CC(C)C)c(C#N)c3)c(C(F)(F)F)c2)cc1	37
6fzu	CCOc1ccc(NC(C)=O)cc1Cl	14
6b30	COc1ccc([C@H](C(=O)Nc2ccc([Si](C)(C)C)cc2)N(C)C(=O)c2cc(=O)[nH]o2)cc1	32
6b31	CCn1c(=O)c2cc(NC(=O)C[C@H](C)CC(=O)Nc3ccc(C#N)c(Cl)c3)ccc2n(CC)c1=O	35
6cn5	Cn1cc(C2CCN(C(=O)C3CCCCC3)CC2)c2cc(NC(=O)c3cc(C#N)ccn3)ccc21	35
6cn6	Cc1c(NC(=O)c2cccc(C#N)c2)ccc2c1c(C1CCN(C(=O)C3CCCC3)CC1)cn2C	35
5ntp	Cc1ncc(C(=O)Nc2cc(Cl)cc(C[N@@H+]3CCN(C(=O)C4CCCC4)[C@@H](C)C3)c2C)cn1	33
5aph	O=S(=O)(c1ccc(F)cc1)N1CCOc2cccc(Nc3ccccc3F)c2C1	29
4nrb	CNC(=O)c1ccccc1OC1CCOCC1	17
4nrc	CNC(=O)c1scc2c1OCCO2	13
4xua	Cc1cn(CCn2cnc(-c3ccccc3)c2-c2ccc(C#N)cc2)nn1	27
4xub	Cc1cn(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(C=N)cc2)nn1	27
4ir6	CC(=O)c1cc(-c2ccccc2S(C)(=O)=O)c2cc(Oc3ccccc3)ccn12	29
4rvr	CCCOc1ccn2c(C(C)=O)cc(-c3ccccc3S(C)(=O)=O)c2c1	26
4ir5	CC(=O)c1cc(-c2ccccc2CO)c2cc(Oc3ccccc3)ccn12	27
5e73	CC(=O)N(c1cc(O)ccc1C)c1cn(C(C)=O)c2ccccc12	24
5mgf	CCC(=O)c1c[nH]c(C(=O)OC)c1	13
4xt2	Brc1cccc([C@@H]2C[C@H](c3cccc(Br)c3)n3nnnc3N2)c1	23
4ghi	O=[N+]([O-])c1c(Nc2cc(F)cc(Cl)c2)ccc2nonc12	21
5ufp	N#Cc1cc(F)cc(Oc2ccc(S(=O)(=O)C(F)F)c3c2CC(F)(F)[C@H]3O)c1	28
5tbm	CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2	26
4n9b	Cn1nccc1C(=O)Nc1cccnc1	15
4jr5	O=S(=O)(c1ccc(NC(=S)NCc2cccnc2)cc1)N1CCCCC1	26
4n9c	O=[N+]([O-])c1ccc2[nH]cnc2c1	12
4o1b	O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1	29
4jnm	Nc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)c3ccccc3)cc2)cn1	27
4lww	O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)c1cc2cnccc2[nH]1	28
4o0z	O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2cccn2c1	30
4o28	O=C(NCc1ccc(S(=O)(=O)c2cc(F)cc(F)c2)cc1)c1ccc2nccn2c1	30
4lts	N#CN[C@@H](NCc1ccc(S(=O)(=O)c2cccc(OC(F)(F)F)c2)cc1)Nc1ccncc1	33
4n9d	CC(C)(C)c1ccc(S(=O)(=O)NCc2ccc(C(=O)Nc3cccnc3)cc2)cc1	30
4n9e	O=C(Nc1cccnc1)c1ccc2c(c1)ncn2CC1CCN(C(=O)c2ccccc2)CC1	33
4m6p	O=C(NCc1ccc(S(=O)(=O)c2ccccc2)cc1)c1cnc2[nH]ncc2c1	28
4o15	O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cnc2[nH]ncc2c1	32
4o13	O=C(NCc1ccc(S(=O)(=O)c2cccc(C(F)(F)F)c2)cc1)c1cnc2[nH]ncc2c1	32
5wi0	CCCc1cc(=O)[nH]c(Nc2ccccc2F)[nH+]1	18
4o1d	O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1	29
4luo	Cc1cccc(-n2nc(C(=O)O)cc2-c2ccccc2)c1	21
5e7n	Cc1ccc(C(=O)Nc2ccccc2C(=O)O)cc1S(=O)(=O)Nc1ccc(Br)cc1	30
4ijh	O=C(O)c1sc2cc(-n3c(S)nnc3-c3ccc(F)cc3)ccc2c1Cl	26
4ijl	O=C(O)CSc1nnc(-c2sc3ccccc3c2Cl)n1-c1ccccc1	26
4luv	O=C(O)c1ccc(-c2ccc(F)c(Cl)c2)o1	16
4r4i	O=C(O)c1cc(-c2ccc(Cn3ccc4cc(-c5ccc(C(=O)O)o5)ccc4c3=S)cc2)n(-c2ccc(Cl)c(Cl)c2)n1	42
4o0a	O=C(O)c1cc(-c2ccc(C[NH2+][C@@H](S)c3ccc(-c4ccc(C(=O)O)o4)cc3Cl)cc2)n(-c2ccc(Cl)c(Cl)c2)n1	41
4r4c	O=C(O)c1cc(-c2ccc(CNC(=O)c3ccc(-c4ccc(C(=O)O)o4)cc3Cl)cc2)n(-c2ccc(Cl)c(Cl)c2)n1	41
4r4q	CC(=O)N(Cc1ccc(-c2ccc(C(=O)O)o2)cc1)Cc1ccc(-c2cc(C(=O)O)nn2-c2ccc(Cl)c(Cl)c2)cc1	42
4mn3	CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(N)=O	50
2bes	O=C(NO)[C@H](O)[C@H](O)CO[PH](O)(O)O	14
1koj	O=NC(=O)[C@@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O	16
3o8h	O=C(Cn1cc(CNS(=O)(=O)c2ccc(I)cc2)nn1)N1CCC(c2nc(-c3cccs3)no2)CC1	36
3g1m	O=C(Cc1cccs1)N1CCC(c2nc(-c3cccs3)no2)CC1	24
3o8g	[N-]=[N+]=NCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1	22
3sdg	O=C(CCC(F)(F)F)N1CCC(c2nc(-c3nccs3)no2)CC1	24
3sfi	O=C(CCCC(F)(F)F)N1CCC(c2nc(-c3nccs3)no2)CC1	25
3n51	Nc1ncnc2c1c(Cc1cccc3ccccc13)nn2CC1CC[NH2+]CC1	28
3t3v	COc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1	25
3i7c	CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21	24
3t3u	COc1ccc2cc(-c3nn(CC4CC[NH2+]CC4)c4ncnc(N)c34)ccc2c1	29
3v5p	COc1ccc(-c2nn(CC3CC[NH2+]CC3)c3ncnc(N)c23)cc1C	26
3i7b	CC(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21	24
3sxf	CCOc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2c1	26
3sx9	CCOc1ccc2cc(-c3nn(CC4CC[NH2+]CC4)c4ncnc(N)c34)ccc2c1	30
3v51	CC(C)n1nc(-c2ccc3cc(OCc4cccc(Cl)c4)ccc3c2)c2c(N)ncnc21	32
3upx	Nc1nc2ccc(C(=O)c3ccccc3)cc2n1CC1CC[NH2+]CC1	25
4yjn	CC(C)(C)n1nc(-c2ccc3nc(OC4CCC4)ccc3c2)c(C(N)=O)c1N	28
4ona	CCOc1ccc2cc(-c3nn(C(C)(C)C)c(N)c3C(N)=O)cnc2c1	26
5evz	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O	27
5f2r	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)C[PH](O)(O)O)[C@@H](O)[C@H]1O	31
3n6k	O=C(O)Cn1c(C(=O)O)cc2ccc3ccccc3c21	20
5jv0	Cc1ccc(-c2cc3c(N[C@@H](Cc4cccc(F)c4)[PH](O)(O)O)ncnc3s2)cc1	30
5juz	Cc1ccc(-c2cc3c(N[C@@H](c4ccc5occc5c4)[PH](O)(O)O)ncnc3s2)cc1	31
4lpg	Cc1ccc(-c2cc3c(NC([PH](O)(O)O)[PH](O)(O)O)ncnc3s2)cc1	26
4qxs	CC(C)[C@H](C)c1[nH]c2ccc(-c3ccccc3)cc2c1CC([PH](O)(O)O)[PH](O)(O)O	30
5jv1	Cc1ccc(-c2cc3c(N[C@@H](Cc4cccc(F)c4)[PH](O)(O)O)ncnc3s2)cc1Cl	31
5ksx	Cc1ccc(-c2cc3c(N[C@@H](Cc4ccccc4)C(=O)N[PH](O)(O)O)ncnc3s2)cc1	32
4p0x	CC(C)C1=CC2=CC(=O)[C@H]3C(C)(C)CCC[C@]3(C)C2=C(O)C1=O	23
6ckc	Nc1ncnc2c1ccn2[C@@H]1O[C@H]([C@H](O)c2ccccc2)[C@@H](O)[C@H]1O	25
5emm	O=C(NC[C@H](O)C[N@@H+]1CCc2ccccc2C1)c1cccc(NC2CCOCC2)c1	30
5emj	Cn1cnc2ccc(-c3ccnc(NC[C@H](O)C[N@@H+]4CCc5ccccc5C4)c3)cc21	31
5eml	O=C(COc1cccc2cccnc12)NC[C@@H](O)C[N@@H+]1CCc2ccccc2C1	29
5emk	O=C(NC[C@H](O)C[N@@H+]1CCc2ccccc2C1)c1cccc(-c2ccccn2)c1	29
4x63	O=C(NC[C@H](O)C[N@@H+]1CCc2ccccc2C1)c1cc(NC2COC2)ncn1	28
4eki	CC(C)[N@H+](CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O	39
3sr4	CNc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)O)[C@@H](O)[C@H]1O	27
5dtm	CNC(=O)c1cc(C(=O)c2c(Cl)cccc2Cl)c[nH]1	19
4wvl	CC(=O)NCCCCNc1ncnc2c1ncn2[C@@H]1O[C@H](C[N@@H+](CCCNC(=O)Nc2ccc(C(C)(C)C)cc2)C(C)C)[C@@H](O)[C@H]1O	47
4ekg	C[N@H+](CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	37
3qox	Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)O)[C@@H](O)[C@H]1O	26
4hra	CC(C)[N@@H+](C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@H]1C[C@@H](CCc2nc3ccc(C(C)(C)C)cc3[nH]2)C1	41
5mw3	[NH3+][C@@H]1CCCN(c2ncnc3[nH]ccc23)C1	16
5mw4	Cc1ncccc1-c1c(Cl)sc2ccc(NC(=O)NCC(=O)NCCC[N@H+](C)[C@@H]3CCCN(c4ncnc5[nH]ccc45)C3)cc12	45
5dtr	COc1ccnc2ccc(N(C)c3c(Cl)cccc3Cl)cc12	22
5dtq	O=C(c1ccc2ncccc2c1)c1c(Cl)cccc1Cl	20
5dsx	CNc1ccnc(Nc2ccc3cc(C)n(-c4cc(-c5c(C)ccn(C)c5=O)cnc4Cl)c3c2)n1	35
5dt2	CNc1ccnc(Nc2ccc3cc(C)n(-c4ccccc4Oc4ccccc4)c3c2)n1	32
5dry	O=C(Cn1nnnc1-c1ccccc1Cl)NNC(=O)Nc1ccc2ccn(-c3ccccc3Cl)c2c1	36
5drt	O=C(Cn1nnnc1COc1ccccc1Cl)NNC(=O)Nc1ccc(Cl)cc1	29
4ek9	C[NH+](C)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O	21
2zjf	O=C(Nc1ccccc1)Nc1ccccc1	16
5t5g	COc1cc2c(NCCCCC[NH+]3CCCC3)nc(N3CCCC3)nc2cc1OCC[NH3+]	32
5th7	CCC(=O)NCCCNc1nc(N2CCCC2)nc2cc(OC)c(OC)cc12	28
5ii2	O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12	21
5hrw	CCCc1n[nH]c2oc(=O)c3ccccc3c12	17
4flp	Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2	31
4zur	[NH3+]CCCCCCC(=O)NO	11
4zun	[NH3+]CCC[NH2+]CCCCCS	11
4k5y	CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1C	24
1cea	[NH3+]CCCCCC(=O)O	9
5ugd	CCCCCCCCNC(=O)[C@H](Cc1ccc(OCc2ccncc2)cc1)NC(=O)[C@H]1CC[C@H](C[NH3+])CC1	38
4cik	O=c1cc([C@H]2CC[NH2+][C@@H](Cc3ccccc3)C2)o[nH]1	19
5ugg	CCCCCCCCNC(=O)[C@H](Cc1ccc(OCc2ccc3ccccc3n2)cc1)NC(=O)[C@H]1CC[C@H](C[NH3+])CC1	42
1ceb	[NH3+]C[C@H]1CC[C@H](C(=O)O)CC1	11
3m6f	CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1	37
3e2m	O=C(/C=C/c1ccc(Sc2ccccc2OC[C@H]2CC[C@@H](C(=O)O)CC2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1	42
1cqp	CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	29
1uze	C[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC=C[C@H]1C(=O)O	25
1o86	[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O	29
6en5	C[C@H]([NH2+][C@H](C(=O)O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O	30
2ydm	C=C(C[SeH])C(=O)N1CCC[C@H]1C(=O)O	14
6en6	C[C@H]([NH2+][C@H](C(=O)O)[C@@H]1CCCN1C(=O)[C@@H]([NH3+])CC(=O)O)C(=O)N1CCC[C@H]1C(=O)O	30
3bkk	O=C(CCC(O)(O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)N[C@@H](Cc1ccccc1)C(=O)O	36
3bkl	O=C(CCC(O)(O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	39
6h5w	O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1	27
3l3n	[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O	36
6h5x	O=C(N[C@H]1CCS[C@H]2CCC[C@@H](C(=O)O)N2C1=O)[C@@H](S)Cc1ccccc1	27
6f9u	CC(=O)N[C@@H](CC(=O)O)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O	38
6f9v	CS(=O)(=O)N[C@@H](CCCC[NH3+])C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O	40
3pp0	OCCOCCn1ccc2ncnc(Nc3cnc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21	34
3rcd	CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21	38
2az5	Cc1cc2occ(C[N@H+](C)CC[N@@H+](C)Cc3cn(-c4cccc(C(F)(F)F)c4)c4ccccc34)c(=O)c2cc1C	40
1kzn	CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C	49
1xoz	CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O	29
1udu	CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O	29
2h42	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12	33
1xp0	CCCc1[nH]c(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](CC)CC4)ccc3OCC)n[n+]12	34
3jwr	CC(C)Cn1c(=O)n(C)c(=O)c2nc[nH]c21	16
3jwq	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12	33
1uho	CCCc1[nH]c(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](CC)CC4)ccc3OCC)n[n+]12	34
4ia0	CCCCCCCCc1nc(-c2cc(S(=O)(=O)N3CC[NH+](C)CC3)ccc2OCC)[nH]c(=O)c1Br	35
4g2y	CCCOc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cc1-c1nc2c(c(=O)[nH]1)CCC2	30
3tge	CCCOCCn1c(=O)c(NCC[NH+]2CCOCC2)nc2cnc(-c3ccc(OC)nc3)cc21	34
1udt	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CC[NH+](C)CC4)ccc3OCC)nc12	33
2chm	CCCCOc1ncc(C(C)=O)cc1-c1nc2c(CC)n([C@H]3C[N@H+](CC)C3)nc2c(=O)[nH]1	32
2h44	COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cc1	37
4g2w	CCCOc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cc1-c1nc(O)c(CC)c(CC)n1	31
3shy	CCCOc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cc1-c1nc(CC)c(F)c(=O)[nH]1	30
4oex	CCCOc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cc1-c1nc(O)cc(CC)n1	29
3sie	CCCOc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cc1-c1nc(CC)c(Br)c(=O)[nH]1	30
4oew	CCCOc1ccc(S(=O)(=O)N2CC[NH+](C)CC2)cc1-c1nc(O)c(I)c(CC)n1	30
4i9z	CCCOc1ccc(C(=O)C[N@H+]2CC[N@H+](C)CC2)cc1-c1nc(C(C)C)c(Br)c(=O)[nH]1	31
3bjc	CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(N)(=O)=O)sc3OCC)nc12	26
5zz2	O=c1c2c(F)cccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12	30
6acb	C[N@H+]1CC[N@@H+](CCNc2cc(F)c3c(=O)c4c(-c5nccs5)[nH]c(Cc5ccc6c(c5)OCO6)c4oc3c2)CC1	40
3hc8	CCCOCCn1c(=O)/c(=N/CC[NH+]2CCOCC2)[nH]c2ccc(-c3ccc(OC)nc3)nc21	34
5tus	O=C(N/N=C\c1c(O)ccc2ccccc12)c1ccccc1O	23
6drx	CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2[N@H+](C)C1	25
5tvn	CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2[N@H+](C)C1	24
6dry	CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2[N@H+](C)C1	25
2dq7	C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	35
3lco	COc1ccc(COc2cnc(COc3nc(-c4cnn(C)c4)cnc3N)cc2OC)cc1	33
3krj	N#Cc1c[nH]c(C(=O)Nc2ccc(C3CC[NH2+]CC3)cc2C2=CCCCC2)n1	28
2i0y	CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1	25
3krl	C[NH+]1CCN(c2ccc(NC(=O)c3ccc(C#N)o3)c(N3CCCCC3)c2)CC1	29
3bea	C[C@H]1CN(c2ccc(Nc3ncc4c(=O)c(C(N)=O)cn(-c5ccc6c(c5)CCC6)c4n3)cc2)C[C@@H](C)[NH2+]1	38
3dpk	CONC(=O)c1cn(C2CCCCC2)c2nc(Nc3ccc(CC[NH+]4CCCC4)cc3)ncc2c1=O	36
4hw7	COc1cnc2[nH]cc(Cc3ccc(NCc4ccc(C(F)(F)F)cc4)nc3)c2c1	30
4lnw	[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O	23
