target_chembl_id	pdbid	compound	total_sampled_num	calculated_binding_energy	calculated_delta_lig_conform_energy	core_RMSD
CHEMBL1163125	2yel	CHEMBL2430870	6	-30.57	-2.15	0.19
CHEMBL1163125	2yel	CHEMBL2430871	6	-30.55	-2.16	0.26
CHEMBL1163125	2yem	CHEMBL2430872	6	-27.66	-7.12	0.92
CHEMBL1163125	2yem	CHEMBL2430873	6	-31.52	-1.27	0.31
CHEMBL1163125	2yem	CHEMBL2430874	6	-32.99	-1.32	0.32
CHEMBL1163125	3p5o	CHEMBL2430875	6	-34.71	-4.46	0.56
CHEMBL1163125	3p5o	CHEMBL2430876	6	-32.59	-4.43	0.55
CHEMBL1163125	3p5o	CHEMBL2430877	6	-30.58	-3.74	0.54
CHEMBL1163125	3p5o	CHEMBL2430878	6	-34.12	-3.84	0.55
CHEMBL1163125	3p5o	CHEMBL2430879	6	-32.9	-3.9	0.61
CHEMBL1163125	3p5o	CHEMBL2430880	6	-32.39	-4.41	0.7
CHEMBL1163125	4qzs	CHEMBL2430881	6	-12.09	-1.7	0.32
CHEMBL1163125	5ueu	CHEMBL2430882	6	-31.51	-0.78	0.21
CHEMBL1163125	5ueu	CHEMBL2430883	1000	-32.92	-1.45	0.18
CHEMBL1163125	2yem	CHEMBL2430884	6	-17.92	-1.74	0.26
CHEMBL1163125	2yem	CHEMBL2430885	36	-28.35	-1.43	0.3
CHEMBL1163125	2yem	CHEMBL2430886	6	-36.02	-3.99	0.42
CHEMBL1163125	2yem	CHEMBL2430887	1000	-27.17	-4.52	0.52
CHEMBL1163125	3u5j	CHEMBL2430888	1000	-24.58	-2.6	1.18
CHEMBL1163125	2yem	CHEMBL2430889	6	-35.23	-3.59	0.47
CHEMBL1163125	2yel	CHEMBL2430890	6	-33.32	-3.12	0.29
CHEMBL1163125	2yem	CHEMBL2430891	6	-33.76	-2.17	0.46
CHEMBL1163125	3p5o	CHEMBL2430892	216	-33.09	-2.66	0.27
CHEMBL1163125	2yem	CHEMBL2430893	6	-29.51	-2.63	0.7
CHEMBL1163125	2yem	CHEMBL2430894	6	-31.71	-1.61	0.45
CHEMBL1163125	2yem	CHEMBL2430895	6	-32.81	-2.0	0.45
CHEMBL1163125	2yem	CHEMBL2430896	6	-32.92	-2.11	0.46
CHEMBL1163125	6boy	CHEMBL2431073	216	-17.59	-1.14	0.18
CHEMBL1163125	6boy	CHEMBL2431074	216	-20.07	-1.42	0.18
CHEMBL1163125	6boy	CHEMBL2431075	216	-22.54	-5.78	0.5
CHEMBL1163125	5hls	CHEMBL2431076	6	-32.38	-4.21	0.39
CHEMBL1163125	5hls	CHEMBL2431077	6	-30.01	-3.65	0.52
CHEMBL1163125	5hls	CHEMBL2431078	6	-31.34	-3.95	0.39
CHEMBL1163125	5hls	CHEMBL2431079	6	-27.1	-3.99	0.38
CHEMBL1163125	5hls	CHEMBL2431080	6	-28.35	-3.73	0.44
CHEMBL1163125	6boy	CHEMBL2431081	216	-22.41	-7.42	0.35
CHEMBL1163125	6boy	CHEMBL2431082	216	-21.84	-7.3	0.38
CHEMBL1163125	5hls	CHEMBL2431083	6	-28.15	-3.85	0.42
CHEMBL1163125	6boy	CHEMBL2431086	36	-15.26	-4.2	0.2
CHEMBL1163125	5hls	CHEMBL2431089	6	-26.9	-3.57	0.26
CHEMBL1163125	5hls	CHEMBL2431090	6	-29.77	-3.72	0.38
CHEMBL1163125	5hls	CHEMBL2431091	6	-29.83	-3.95	0.37
CHEMBL1163125	5hls	CHEMBL2431092	6	-26.48	-5.44	1.16
CHEMBL1163125	6boy	CHEMBL2431093	216	-20.48	-1.53	0.23
CHEMBL1163125	6boy	CHEMBL2431094	216	-19.78	-1.36	0.22
CHEMBL1163125	4men	CHEMBL2436005	6	-27.25	-2.55	0.4
CHEMBL1163125	4men	CHEMBL2436006	6	-25.47	-2.6	0.26
CHEMBL1163125	4men	CHEMBL2436007	6	-23.3	-1.79	0.22
CHEMBL1163125	4men	CHEMBL2436008	6	-27.74	-2.53	0.34
CHEMBL1163125	3zyu	CHEMBL2436012	36	-22.19	-5.29	0.42
CHEMBL1163125	4o7e	CHEMBL278041	6	-14.25	-5.94	1.05
CHEMBL1163125	4nuc	CHEMBL3086878	6	-15.47	-1.46	1.11
CHEMBL1163125	4nuc	CHEMBL3086879	6	-16.22	-1.22	1.11
CHEMBL1163125	4nuc	CHEMBL3086880	6	-15.85	-0.92	0.87
CHEMBL1163125	4nuc	CHEMBL3086881	6	-17.07	-1.03	0.58
CHEMBL1163125	4nuc	CHEMBL3086882	6	-13.91	-2.11	0.89
CHEMBL1163125	4nuc	CHEMBL3086883	6	-10.3	-5.58	0.8
CHEMBL1163125	4nuc	CHEMBL3086884	6	-12.8	-4.86	0.98
CHEMBL1163125	4nuc	CHEMBL3086885	6	-12.15	-6.57	0.8
CHEMBL1163125	4nuc	CHEMBL3086886	6	-8.9	-6.21	1.14
CHEMBL1163125	4nuc	CHEMBL3086889	6	-16.46	-0.94	0.63
CHEMBL1163125	4nuc	CHEMBL3086890	6	-10.93	-1.47	1.11
CHEMBL1163125	4nuc	CHEMBL3086891	6	-19.71	-2.02	0.65
CHEMBL1163125	4nuc	CHEMBL3086892	6	-19.4	-2.11	0.65
CHEMBL1163125	4nuc	CHEMBL3086893	6	-19.13	-1.95	0.65
CHEMBL1163125	4nuc	CHEMBL3086894	36	-19.08	-1.97	0.64
CHEMBL1163125	4nuc	CHEMBL3086895	6	-20.85	-1.71	0.63
CHEMBL1163125	4nuc	CHEMBL3086896	36	-21.54	-3.18	0.71
CHEMBL1163125	4nuc	CHEMBL3087044	6	-19.18	-1.75	0.64
CHEMBL1163125	4nuc	CHEMBL3087045	6	-19.67	-1.87	0.62
CHEMBL1163125	4nuc	CHEMBL3087046	6	-20.01	-3.91	1.1
CHEMBL1163125	4nuc	CHEMBL3087047	6	-19.17	-1.58	0.64
CHEMBL1163125	4nuc	CHEMBL3087048	6	-20.96	-1.98	0.67
CHEMBL1163125	4nuc	CHEMBL3087049	6	-20.34	-1.7	0.67
CHEMBL1163125	4nuc	CHEMBL3087051	216	-22.81	-6.53	0.57
CHEMBL1163125	4nuc	CHEMBL3087052	6	-19.02	-2.37	0.66
CHEMBL1163125	4nuc	CHEMBL3087054	6	-19.07	-2.79	0.65
CHEMBL1163125	4nuc	CHEMBL3087055	6	-19.82	-2.31	0.68
CHEMBL1163125	4nuc	CHEMBL3087056	6	-20.26	-2.39	0.67
CHEMBL1163125	4nuc	CHEMBL3087057	6	-9.07	-1.51	0.75
CHEMBL1163125	5igk	CHEMBL3110357	6	-33.02	-3.59	0.3
CHEMBL1163125	5igk	CHEMBL3133807	6	-35.9	-3.39	0.21
CHEMBL1163125	5ueu	CHEMBL3220211	6	-29.35	-2.64	0.49
CHEMBL1163125	4clb	CHEMBL3220922	1000	-45.77	-2.52	0.39
CHEMBL1163125	4clb	CHEMBL3220923	1000	-45.43	-4.5	0.47
CHEMBL1163125	4clb	CHEMBL3220924	1000	-53.33	-3.58	0.39
CHEMBL1163125	5acy	CHEMBL3220925	1000	-38.84	-7.92	0.73
CHEMBL1163125	4clb	CHEMBL3220926	6	-24.47	-1.67	0.59
CHEMBL1163125	5d0c	CHEMBL3234250	6	-21.78	-2.62	0.85
CHEMBL1163125	5d0c	CHEMBL3234252	6	-26.7	-5.58	0.41
CHEMBL1163125	5d0c	CHEMBL3234253	6	-24.5	-0.75	0.58
CHEMBL1163125	5cp5	CHEMBL3234254	6	-28.21	-0.85	0.28
CHEMBL1163125	5cqt	CHEMBL3234256	6	-25.02	-4.95	0.37
CHEMBL1163125	5d0c	CHEMBL3234285	36	-21.62	-2.96	0.52
CHEMBL1163125	4pce	CHEMBL3262777	6	-19.28	-0.82	0.25
CHEMBL1163125	4cl9	CHEMBL3352833	36	-26.62	-4.26	0.29
CHEMBL1163125	4wiv	CHEMBL3352858	6	-21.67	-1.16	0.58
CHEMBL1163125	5acy	CHEMBL3353984	6	-26.65	-2.16	0.7
CHEMBL1163125	5acy	CHEMBL3353985	6	-27.23	-2.14	0.69
CHEMBL1163125	4clb	CHEMBL3353986	36	-29.61	-4.43	0.44
CHEMBL1163125	4clb	CHEMBL3353987	6	-29.97	-4.26	0.45
CHEMBL1163125	5acy	CHEMBL3353988	6	-26.13	-1.93	0.7
CHEMBL1163125	4cl9	CHEMBL3353989	36	-28.37	-2.75	0.36
CHEMBL1163125	5acy	CHEMBL3353990	6	-23.24	-2.14	0.69
CHEMBL1163125	4clb	CHEMBL3353991	216	-28.64	-5.11	0.39
CHEMBL1163125	5acy	CHEMBL3353992	6	-22.81	-2.28	0.8
CHEMBL1163125	4bjx	CHEMBL3353993	216	-19.55	-1.39	0.22
CHEMBL1163125	5acy	CHEMBL3353994	6	-14.4	-1.03	0.6
CHEMBL1163125	5acy	CHEMBL3353995	6	-21.2	-6.09	1.17
CHEMBL1163125	4cl9	CHEMBL3353996	36	-23.54	-7.3	0.41
CHEMBL1163125	4cl9	CHEMBL3353997	216	-28.36	-8.05	0.41
CHEMBL1163125	4clb	CHEMBL3353998	216	-24.43	-3.33	0.48
CHEMBL1163125	4cl9	CHEMBL3353999	36	-25.71	-7.19	0.42
CHEMBL1163125	5acy	CHEMBL3354000	6	-25.08	-0.92	0.38
CHEMBL1163125	4clb	CHEMBL3354001	6	-25.29	-2.81	0.49
CHEMBL1163125	4clb	CHEMBL3354002	36	-24.58	-2.47	0.5
CHEMBL1163125	4cl9	CHEMBL3354003	216	-27.46	-5.67	0.23
CHEMBL1163125	4cl9	CHEMBL3354004	216	-29.71	-2.9	0.32
CHEMBL1163125	4clb	CHEMBL3354005	36	-23.15	-3.37	0.72
CHEMBL1163125	4cl9	CHEMBL3354006	36	-26.4	-4.64	1.23
CHEMBL1163125	4clb	CHEMBL3354007	36	-26.64	-5.2	0.8
CHEMBL1163125	4cl9	CHEMBL3354008	36	-26.27	-2.77	0.37
CHEMBL1163125	5acy	CHEMBL3354009	6	-25.04	-2.07	0.48
CHEMBL1163125	5acy	CHEMBL3354010	6	-23.4	-1.44	0.72
CHEMBL1163125	4j0s	CHEMBL3356131	6	-20.41	-0.49	0.58
CHEMBL1163125	4wiv	CHEMBL3356135	6	-19.24	-0.77	0.88
CHEMBL1163125	4wiv	CHEMBL3356543	6	-21.8	-1.79	1.18
CHEMBL1163125	4wiv	CHEMBL3356545	6	-19.46	-0.74	0.88
CHEMBL1163125	4wiv	CHEMBL3356546	6	-19.65	-1.0	0.86
CHEMBL1163125	4wiv	CHEMBL3356547	6	-16.91	-4.22	0.3
CHEMBL1163125	4wiv	CHEMBL3356552	6	-21.59	-2.92	0.77
CHEMBL1163125	4wiv	CHEMBL3356554	36	-23.84	-2.99	0.75
CHEMBL1163125	4wiv	CHEMBL3356555	6	-18.31	-4.06	1.27
CHEMBL1163125	4wiv	CHEMBL3356556	6	-22.01	-1.06	0.57
CHEMBL1163125	4wiv	CHEMBL3356557	6	-20.52	-0.23	0.11
CHEMBL1163125	4wiv	CHEMBL3356558	6	-22.06	-1.07	0.58
CHEMBL1163125	4wiv	CHEMBL3356559	6	-20.86	-0.79	0.07
CHEMBL1163125	4wiv	CHEMBL3356560	6	-22.07	-1.31	0.58
CHEMBL1163125	4wiv	CHEMBL3356561	6	-24.96	-1.72	0.73
CHEMBL1163125	4wiv	CHEMBL3356562	6	-21.89	-1.17	0.58
CHEMBL1163125	4wiv	CHEMBL3356563	6	-19.53	-1.23	0.93
CHEMBL1163125	4wiv	CHEMBL3356564	6	-18.26	-0.47	0.22
CHEMBL1163125	4wiv	CHEMBL3356565	36	-24.62	-1.82	1.19
CHEMBL1163125	4wiv	CHEMBL3356566	216	-25.41	-4.75	0.66
CHEMBL1163125	4wiv	CHEMBL3356567	216	-26.77	-4.04	0.57
CHEMBL1163125	4wiv	CHEMBL3356568	6	-25.44	-1.59	0.67
CHEMBL1163125	4wiv	CHEMBL3356569	6	-26.13	-4.83	0.5
CHEMBL1163125	4wiv	CHEMBL3356570	6	-26.31	-4.06	0.76
CHEMBL1163125	4qr3	CHEMBL3409982	6	-22.39	-1.79	0.67
CHEMBL1163125	4qr3	CHEMBL3409983	6	-22.58	-2.13	0.72
CHEMBL1163125	4qr3	CHEMBL3409984	6	-22.55	-2.17	0.42
CHEMBL1163125	4qr3	CHEMBL3409990	36	-23.66	-1.11	0.96
CHEMBL1163125	4qr3	CHEMBL3409991	6	-19.82	-1.76	0.39
CHEMBL1163125	4qr3	CHEMBL3409992	6	-21.55	-2.78	0.4
CHEMBL1163125	4qr3	CHEMBL3409993	6	-19.72	-2.78	0.63
CHEMBL1163125	4qr3	CHEMBL3409994	6	-22.71	-1.13	0.89
CHEMBL1163125	4qr3	CHEMBL3409995	6	-23.44	-2.31	0.69
CHEMBL1163125	4qr4	CHEMBL3409996	6	-23.04	-1.63	1.08
CHEMBL1163125	4qr5	CHEMBL3409997	216	-20.02	-1.1	0.85
CHEMBL1163125	4qr3	CHEMBL3409998	36	-18.75	-3.68	0.57
CHEMBL1163125	4qr4	CHEMBL3409999	6	-24.7	-0.21	1.06
CHEMBL1163125	4qr3	CHEMBL3410000	6	-23.0	-1.37	1.21
CHEMBL1163125	4qr3	CHEMBL3410001	6	-24.29	-1.72	0.64
CHEMBL1163125	4qr3	CHEMBL3410002	6	-23.16	-3.34	0.41
CHEMBL1163125	4qr3	CHEMBL3410003	36	-22.03	-3.58	0.59
CHEMBL1163125	4qr5	CHEMBL3410004	6	-18.11	-1.06	0.62
CHEMBL1163125	4qr3	CHEMBL3410005	216	-24.76	-1.79	0.59
CHEMBL1163125	4qr5	CHEMBL3410006	36	-20.26	-3.34	0.48
CHEMBL1163125	4qr5	CHEMBL3410007	6	-20.48	-0.72	0.59
CHEMBL1163125	4qr5	CHEMBL3410008	6	-19.16	-1.67	0.62
CHEMBL1163125	4qr5	CHEMBL3410009	6	-21.69	-2.1	0.51
CHEMBL1163125	4f3i	CHEMBL3581647	6	-34.64	-4.99	0.38
CHEMBL1163125	5uoo	CHEMBL3581648	6	-14.19	-1.92	0.63
CHEMBL1163125	4z93	CHEMBL3581655	6	-20.42	-1.59	0.43
CHEMBL1163125	4z93	CHEMBL3581656	6	-18.58	-1.88	0.38
CHEMBL1163125	4z93	CHEMBL3581657	6	-19.24	-1.31	0.63
CHEMBL1163125	5uoo	CHEMBL3581658	6	-18.93	-2.74	0.55
CHEMBL1163125	5uoo	CHEMBL3581659	36	-20.14	-2.63	0.57
CHEMBL1163125	4z93	CHEMBL3581660	36	-19.21	-2.54	0.32
CHEMBL1163125	4z93	CHEMBL3581661	6	-20.1	-1.64	0.32
CHEMBL1163125	5uoo	CHEMBL3581662	216	-18.88	-7.06	0.23
CHEMBL1163125	5lj1	CHEMBL3585449	6	-36.91	-2.45	0.18
CHEMBL1163125	5lj1	CHEMBL3585450	6	-44.36	-5.9	0.24
CHEMBL1163125	5lj1	CHEMBL3585451	6	-44.65	-2.67	0.29
CHEMBL1163125	5lj1	CHEMBL3585452	6	-43.89	-3.31	0.5
CHEMBL1163125	5lj1	CHEMBL3585453	6	-44.54	-2.97	0.16
CHEMBL1163125	5lj1	CHEMBL3585454	6	-44.05	-3.57	0.19
CHEMBL1163125	5lj1	CHEMBL3585455	6	-44.16	-2.73	0.26
CHEMBL1163125	5lj1	CHEMBL3585456	6	-44.93	-2.5	0.23
CHEMBL1163125	5lj1	CHEMBL3585457	6	-44.71	-3.26	0.22
CHEMBL1163125	5lj1	CHEMBL3585458	6	-43.88	-3.6	0.32
CHEMBL1163125	5lj1	CHEMBL3585459	6	-46.19	-2.97	0.34
CHEMBL1163125	5lj1	CHEMBL3585460	36	-47.38	-7.06	0.28
CHEMBL1163125	5a5s	CHEMBL3585461	36	-52.16	-3.76	0.38
CHEMBL1163125	5lj1	CHEMBL3585462	6	-42.36	-2.61	0.27
CHEMBL1163125	5a85	CHEMBL3586698	1000	-32.06	-3.89	0.29
CHEMBL1163125	5a85	CHEMBL3586700	6	-29.21	-1.75	0.58
CHEMBL1163125	5a85	CHEMBL3586702	6	-30.09	-2.73	0.53
CHEMBL1163125	5a85	CHEMBL3586704	6	-16.59	-1.37	0.37
CHEMBL1163125	5a85	CHEMBL3586707	36	-29.06	-5.92	0.76
CHEMBL1163125	5a85	CHEMBL3586708	1000	-34.62	-3.26	0.66
CHEMBL1163125	5a85	CHEMBL3586709	6	-34.72	-6.1	0.26
CHEMBL1163125	5a85	CHEMBL3586710	6	-25.31	-2.81	0.65
CHEMBL1163125	5a85	CHEMBL3586711	36	-33.15	-2.16	0.4
CHEMBL1163125	5a85	CHEMBL3586712	36	-33.63	-6.02	1.03
CHEMBL1163125	5a85	CHEMBL3586713	6	-21.3	-2.55	0.95
CHEMBL1163125	5a85	CHEMBL3586714	6	-16.5	-6.67	0.53
CHEMBL1163125	5a85	CHEMBL3586715	216	-39.12	-5.7	0.56
CHEMBL1163125	5a85	CHEMBL3586716	1000	-40.23	-4.15	0.74
CHEMBL1163125	5a85	CHEMBL3586717	6	-14.57	-0.35	0.79
CHEMBL1163125	5a85	CHEMBL3586718	6	-26.68	-1.99	1.53
CHEMBL1163125	5lj1	CHEMBL3586719	6	-44.43	-2.25	0.21
CHEMBL1163125	5lj2	CHEMBL3586720	6	-40.65	-8.3	0.26
CHEMBL1163125	5lj2	CHEMBL3586721	6	-46.09	-5.39	0.62
CHEMBL1163125	5lj1	CHEMBL3586722	6	-42.39	-3.36	0.38
CHEMBL1163125	5lj2	CHEMBL3586723	6	-42.24	-2.88	0.52
CHEMBL1163125	5lj1	CHEMBL3586724	6	-38.28	-2.95	0.32
CHEMBL1163125	5lj1	CHEMBL3586725	6	-44.49	-3.64	0.4
CHEMBL1163125	5lj2	CHEMBL3586726	6	-43.41	-3.07	0.58
CHEMBL1163125	4yh3	CHEMBL3589468	6	-23.11	-3.16	0.35
CHEMBL1163125	4yh3	CHEMBL3589469	6	-22.89	-2.33	0.25
CHEMBL1163125	4yh3	CHEMBL3589470	6	-22.68	-3.55	0.27
CHEMBL1163125	4yh3	CHEMBL3589471	36	-23.43	-2.94	0.28
CHEMBL1163125	4yh3	CHEMBL3589472	6	-23.83	-2.68	0.41
CHEMBL1163125	4yh3	CHEMBL3589473	6	-23.73	-3.07	0.29
CHEMBL1163125	4yh3	CHEMBL3589474	36	-23.62	-3.11	0.34
CHEMBL1163125	4yh3	CHEMBL3589475	36	-27.31	-2.79	0.34
CHEMBL1163125	4yh3	CHEMBL3589476	6	-20.42	-3.08	0.33
CHEMBL1163125	4yh3	CHEMBL3589477	6	-21.36	-3.16	0.35
CHEMBL1163125	4yh3	CHEMBL3589478	6	-24.26	-5.05	0.95
CHEMBL1163125	4yh3	CHEMBL3589480	6	-26.0	-4.92	0.27
CHEMBL1163125	4yh4	CHEMBL3589482	36	-23.01	-3.78	0.3
CHEMBL1163125	4yh4	CHEMBL3589483	216	-25.29	-2.9	0.29
CHEMBL1163125	4yh4	CHEMBL3589484	6	-23.75	-1.54	0.36
CHEMBL1163125	4yh4	CHEMBL3589485	6	-22.38	-1.75	0.35
CHEMBL1163125	4yh4	CHEMBL3589486	6	-21.53	-1.53	0.31
CHEMBL1163125	4yh4	CHEMBL3589487	6	-25.03	-1.85	0.33
CHEMBL1163125	4yh4	CHEMBL3589488	6	-16.81	-1.87	0.62
CHEMBL1163125	4yh4	CHEMBL3589489	6	-17.49	-2.44	0.77
CHEMBL1163125	5lj1	CHEMBL3590379	36	-45.98	-3.49	0.24
CHEMBL1163125	5lj1	CHEMBL3590380	6	-47.72	-2.52	0.3
CHEMBL1163125	5lj1	CHEMBL3590381	6	-45.79	-2.46	0.25
CHEMBL1163125	5lj1	CHEMBL3590382	6	-46.18	-2.63	0.38
CHEMBL1163125	5lj1	CHEMBL3590383	6	-45.46	-2.83	0.41
CHEMBL1163125	5lj1	CHEMBL3590384	36	-47.77	-2.31	0.3
CHEMBL1163125	5lj1	CHEMBL3590385	36	-48.72	-3.53	0.4
CHEMBL1163125	5lj1	CHEMBL3590386	36	-45.67	-3.3	0.3
CHEMBL1163125	5lj2	CHEMBL3590387	6	-19.9	-12.78	0.64
CHEMBL1163125	5lj1	CHEMBL3590388	6	-44.65	-2.21	0.45
CHEMBL1163125	5lj1	CHEMBL3590389	6	-48.15	-2.83	0.6
CHEMBL1163125	5a5s	CHEMBL3590390	216	-39.73	-7.06	0.5
CHEMBL1163125	5lj1	CHEMBL3590391	6	-50.32	-2.79	0.49
CHEMBL1163125	5lj1	CHEMBL3590392	6	-42.16	-2.0	0.26
CHEMBL1163125	5lj1	CHEMBL3590393	6	-47.83	-3.06	0.51
CHEMBL1163125	5lj1	CHEMBL3590394	6	-42.98	-1.8	0.3
CHEMBL1163125	5a85	CHEMBL3590395	6	-28.17	-9.81	0.82
CHEMBL1163125	5lj1	CHEMBL3590396	6	-43.03	-4.47	0.32
CHEMBL1163125	5a85	CHEMBL3590397	6	-25.53	-10.43	0.82
CHEMBL1163125	5lj1	CHEMBL3590398	6	-43.61	-2.18	0.27
CHEMBL1163125	5lj2	CHEMBL3590399	6	-39.52	-1.87	0.31
CHEMBL1163125	5lj1	CHEMBL3590400	12	-43.33	-2.88	0.24
CHEMBL1163125	5lj1	CHEMBL3590401	6	-43.64	-2.32	0.26
CHEMBL1163125	5lj1	CHEMBL3590402	6	-43.71	-2.29	0.26
CHEMBL1163125	5lj1	CHEMBL3590403	6	-43.91	-2.02	0.28
CHEMBL1163125	5lj1	CHEMBL3590404	6	-44.87	-3.3	0.3
CHEMBL1163125	5lj2	CHEMBL3590405	3000	-40.63	-16.13	1.49
CHEMBL1163125	5lj1	CHEMBL3590406	216	-48.95	-2.48	0.27
CHEMBL1163125	5lj1	CHEMBL3590407	36	-48.85	-6.97	0.45
CHEMBL1163125	5lj1	CHEMBL3590408	6	-45.04	-2.62	0.62
CHEMBL1163125	5kj0	CHEMBL3609299	6	-18.0	-6.95	0.35
CHEMBL1163125	5kj0	CHEMBL3609300	6	-20.34	-9.35	0.45
CHEMBL1163125	4o74	CHEMBL3609301	6	-23.01	-13.42	0.66
CHEMBL1163125	5kj0	CHEMBL3609304	6	-18.11	-6.27	0.38
CHEMBL1163125	5kj0	CHEMBL3609305	6	-11.82	-7.63	1.89
CHEMBL1163125	5kj0	CHEMBL3609307	36	-24.89	-6.69	1.37
CHEMBL1163125	5kj0	CHEMBL3609308	36	-24.74	-5.94	0.66
CHEMBL1163125	5kj0	CHEMBL3609309	6	-24.01	-5.22	0.61
CHEMBL1163125	4o74	CHEMBL3609310	6	-20.31	-0.79	1.04
CHEMBL1163125	5kj0	CHEMBL3609311	6	-24.36	-2.82	0.71
CHEMBL1163125	5kj0	CHEMBL3609312	36	-26.55	-7.86	0.76
CHEMBL1163125	5kj0	CHEMBL3609313	36	-25.81	-10.97	0.56
CHEMBL1163125	5kj0	CHEMBL3609314	6	-27.74	-10.86	0.68
CHEMBL1163125	5kj0	CHEMBL3609315	1000	-39.57	-7.76	0.52
CHEMBL1163125	6boy	CHEMBL3639497	1000	-15.6	-5.34	1.03
CHEMBL1163125	6boy	CHEMBL3650891	36	3.3	-16.53	1.86
CHEMBL1163125	6boy	CHEMBL3650895	36	1.19	-19.96	1.6
CHEMBL1163125	6boy	CHEMBL3650896	36	4.63	-18.83	1.66
CHEMBL1163125	6boy	CHEMBL3650904	1000	-15.17	-3.26	0.66
CHEMBL1163125	6boy	CHEMBL3650905	1000	6.5	-18.67	1.84
CHEMBL1163125	6boy	CHEMBL3650909	1000	-4.5	-19.53	1.67
CHEMBL1163125	6boy	CHEMBL3650911	1000	-15.36	-4.64	1.43
CHEMBL1163125	6boy	CHEMBL3650918	216	6.82	-19.96	1.58
CHEMBL1163125	6boy	CHEMBL3650923	36	4.8	-19.98	1.67
CHEMBL1163125	6boy	CHEMBL3650926	1000	6.53	-18.67	1.69
CHEMBL1163125	6boy	CHEMBL3650927	1000	-20.92	-5.63	1.32
CHEMBL1163125	6boy	CHEMBL3650928	1000	-20.41	-2.3	1.3
CHEMBL1163125	6boy	CHEMBL3650931	36	5.13	-19.96	1.75
CHEMBL1163125	6boy	CHEMBL3650933	216	-14.19	-4.43	0.88
CHEMBL1163125	6boy	CHEMBL3650934	1000	4.01	-18.95	1.68
CHEMBL1163125	6boy	CHEMBL3650936	216	3.38	-19.91	1.67
CHEMBL1163125	6boy	CHEMBL3650941	216	12.3	-17.8	1.79
CHEMBL1163125	6boy	CHEMBL3650943	36	10.83	-19.84	1.58
CHEMBL1163125	6boy	CHEMBL3650947	216	-20.65	-10.63	1.45
CHEMBL1163125	6boy	CHEMBL3650954	1000	-16.82	-3.48	1.73
CHEMBL1163125	6boy	CHEMBL3650955	216	-12.07	-5.69	0.74
CHEMBL1163125	6boy	CHEMBL3650956	1000	-21.25	-11.59	0.94
CHEMBL1163125	6boy	CHEMBL3650958	1000	-27.09	-6.51	1.49
CHEMBL1163125	6boy	CHEMBL3650959	216	-24.16	-8.77	1.09
CHEMBL1163125	6boy	CHEMBL3650968	216	-14.47	-5.81	0.76
CHEMBL1163125	6boy	CHEMBL3650971	1000	-30.27	-11.06	1.46
CHEMBL1163125	6boy	CHEMBL3654263	1000	6.7	-18.5	1.66
CHEMBL1163125	6boy	CHEMBL3654264	216	6.94	-19.94	1.58
CHEMBL1163125	6boy	CHEMBL3654269	36	18.48	-19.59	1.55
CHEMBL1163125	6boy	CHEMBL3654271	36	10.47	-19.11	1.55
CHEMBL1163125	6boy	CHEMBL3654273	6	3.28	-19.25	1.74
CHEMBL1163125	6boy	CHEMBL3654278	36	0.7	-19.77	1.6
CHEMBL1163125	6boy	CHEMBL3654302	36	5.27	-19.87	1.55
CHEMBL1163125	6boy	CHEMBL3654320	1000	-26.96	-6.81	1.49
CHEMBL1163125	4uiz	CHEMBL3769507	36	-40.2	-9.04	0.71
CHEMBL1163125	4uiz	CHEMBL3769509	6	-34.46	-2.49	0.54
CHEMBL1163125	4uiy	CHEMBL3769628	6	-40.85	-1.97	0.86
CHEMBL1163125	4uix	CHEMBL3769688	6	-36.58	-2.53	0.56
CHEMBL1163125	5ueu	CHEMBL3769755	6	-32.16	-0.69	0.21
CHEMBL1163125	4uiy	CHEMBL3769855	6	-33.86	-1.06	0.47
CHEMBL1163125	4uiy	CHEMBL3769944	6	-33.96	-1.32	0.48
CHEMBL1163125	4uiy	CHEMBL3769979	216	-34.18	-7.62	0.53
CHEMBL1163125	4uix	CHEMBL3770039	6	-28.71	-1.71	0.65
CHEMBL1163125	4uiy	CHEMBL3770188	36	-39.96	-2.56	0.9
CHEMBL1163125	4uiy	CHEMBL3770367	36	-29.39	-1.2	0.46
CHEMBL1163125	5ueu	CHEMBL3770576	6	-28.57	-1.59	1.05
CHEMBL1163125	4qb3	CHEMBL3770724	6	-26.53	-2.0	0.69
CHEMBL1163125	4uiz	CHEMBL3770949	6	-37.61	-3.56	0.7
CHEMBL1163125	5ueu	CHEMBL3771129	6	-32.05	-1.51	0.26
CHEMBL1163125	4uiz	CHEMBL3771218	6	-26.46	-2.85	0.42
CHEMBL1163125	4uiy	CHEMBL3771308	12	-24.53	-1.6	0.83
CHEMBL1163125	5egu	CHEMBL3774900	6	-31.94	-2.15	0.43
CHEMBL1163125	5egu	CHEMBL3774931	6	-36.16	-2.14	0.54
CHEMBL1163125	6fo5	CHEMBL3775058	6	-29.71	-0.97	0.35
CHEMBL1163125	5eis	CHEMBL3775270	36	-29.16	-1.38	0.3
CHEMBL1163125	5egu	CHEMBL3775772	6	-28.78	-4.04	0.83
CHEMBL1163125	5cy9	CHEMBL3779900	6	-29.19	-5.51	1.77
CHEMBL1163125	5cp5	CHEMBL3779914	1000	-28.75	-2.43	1.07
CHEMBL1163125	5dx4	CHEMBL3779929	6	-21.15	-2.19	0.76
