pdbid	uniprot_id_for_pdbid	uniprot_id	target_name_from_uniprot	target_name_from_pharos	target_family_from_pharos	target_chembl_id	uniprot_id_from_chembl	target_name_from_chembl	target_type_from_chembl
4yh4	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4o74	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4uiz	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4uiy	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4uix	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4qb3	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5egu	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6fo5	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5cy9	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5dx4	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5d25	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5d24	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5d3t	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5d3h	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5d3s	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5uex	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5d3n	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6cks	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5uey	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5ku3	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5i80	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5i88	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
3mxf	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4c66	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5m3a	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6cis	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5luu	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6ciy	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5uez	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4j3i	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5uf0	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5m39	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5wuu	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6c7r	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4o7f	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6c7q	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5vom	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6ckr	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6czu	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6hdq	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
6e4a	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
5ei4	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
4ogi	O60885	O60885	Bromodomain-containing protein 4 (Protein HUNK1)	Bromodomain-containing protein 4	Epigenetic	CHEMBL1163125	O60885	Bromodomain-containing protein 4	SINGLE PROTEIN
3iof	P26918	P26918	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem-hydrolyzing metallo-beta-lactamase) (Metallo-beta-lactamase type II)	None	Unclassified	CHEMBL1169593	P26918	Beta-lactamase	SINGLE PROTEIN
3iog	P26918	P26918	Metallo-beta-lactamase type 2 (EC 3.5.2.6) (B2 metallo-beta-lactamase) (Beta-lactamase II) (Carbapenem-hydrolyzing metallo-beta-lactamase) (Metallo-beta-lactamase type II)	None	Unclassified	CHEMBL1169593	P26918	Beta-lactamase	SINGLE PROTEIN
1pgp	P00349	P00349	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	None	Unclassified	CHEMBL1169597	P00349	6-phosphogluconate dehydrogenase, decarboxylating	SINGLE PROTEIN
4yyl	P03433	P03433	Polymerase acidic protein (EC 3.1.-.-) (RNA-directed RNA polymerase subunit P2)	None	Unclassified	CHEMBL1169598	P03433	Polymerase acidic protein	SINGLE PROTEIN
3dp9	Q9KPI8	Q9KPI8	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (MTA/SAH nucleosidase) (MTAN) (EC 3.2.2.9) (5'-deoxyadenosine nucleosidase) (DOA nucleosidase) (dAdo nucleosidase) (5'-methylthioadenosine nucleosidase) (MTA nucleosidase) (S-adenosylhomocysteine nucleosidase) (AdoHcy nucleosidase) (SAH nucleosidase) (SRH nucleosidase)	None	Unclassified	CHEMBL1250374	Q9KPI8	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	SINGLE PROTEIN
6en4	O75533,Q15393	Q15393	Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)	Splicing factor 3B subunit 3	Other	CHEMBL1250378	Q15393	Splicing factor 3B subunit 3	SINGLE PROTEIN
5khk	O88703	O88703	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2) (Hyperpolarization-activated cation channel 1) (HAC-1)	None	Unclassified	CHEMBL1250408	O88703	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2	SINGLE PROTEIN
3lbj	O15151	O15151	Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4)	Protein Mdm4	Other	CHEMBL1255126	O15151	Protein Mdm4	SINGLE PROTEIN
2n0u	O15151	O15151	Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4)	Protein Mdm4	Other	CHEMBL1255126	O15151	Protein Mdm4	SINGLE PROTEIN
3u15	O15151	O15151	Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4)	Protein Mdm4	Other	CHEMBL1255126	O15151	Protein Mdm4	SINGLE PROTEIN
3nc9	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
5wbo	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
3ro4	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
3q92	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
3qa2	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
3qai	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
5wbq	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
5wbr	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
5wbz	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
5wbm	P50053	P50053	Ketohexokinase (EC 2.7.1.3) (Hepatic fructokinase)	Ketohexokinase	Kinase	CHEMBL1275212	P50053	Ketohexokinase	SINGLE PROTEIN
5egs	Q96LA8	Q96LA8	Protein arginine N-methyltransferase 6 (EC 2.1.1.319) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6) (Histone-arginine N-methyltransferase PRMT6)	Protein arginine N-methyltransferase 6	Epigenetic	CHEMBL1275221	Q96LA8	Protein arginine N-methyltransferase 6	SINGLE PROTEIN
5e8r	Q96LA8	Q96LA8	Protein arginine N-methyltransferase 6 (EC 2.1.1.319) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6) (Histone-arginine N-methyltransferase PRMT6)	Protein arginine N-methyltransferase 6	Epigenetic	CHEMBL1275221	Q96LA8	Protein arginine N-methyltransferase 6	SINGLE PROTEIN
5aqg	P11142	P11142	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	Heat shock cognate 71 kDa protein	Other	CHEMBL1275223	P11142	Heat shock cognate 71 kDa protein	SINGLE PROTEIN
3ldq	P11142	P11142	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	Heat shock cognate 71 kDa protein	Other	CHEMBL1275223	P11142	Heat shock cognate 71 kDa protein	SINGLE PROTEIN
3m3z	P11142	P11142	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	Heat shock cognate 71 kDa protein	Other	CHEMBL1275223	P11142	Heat shock cognate 71 kDa protein	SINGLE PROTEIN
5aqf	P11142	P11142	Heat shock cognate 71 kDa protein (EC 3.6.4.10) (Heat shock 70 kDa protein 8) (Lipopolysaccharide-associated protein 1) (LAP-1) (LPS-associated protein 1)	Heat shock cognate 71 kDa protein	Other	CHEMBL1275223	P11142	Heat shock cognate 71 kDa protein	SINGLE PROTEIN
5dts	Q6XEC0	Q6XEC0	Beta-lactamase (EC 3.5.2.6)	None	Unclassified	CHEMBL1287604	Q6XEC0	OXA-48	SINGLE PROTEIN
5qb0	Q6XEC0	Q6XEC0	Beta-lactamase (EC 3.5.2.6)	None	Unclassified	CHEMBL1287604	Q6XEC0	OXA-48	SINGLE PROTEIN
5qb2	Q6XEC0	Q6XEC0	Beta-lactamase (EC 3.5.2.6)	None	Unclassified	CHEMBL1287604	Q6XEC0	OXA-48	SINGLE PROTEIN
5qax	Q6XEC0	Q6XEC0	Beta-lactamase (EC 3.5.2.6)	None	Unclassified	CHEMBL1287604	Q6XEC0	OXA-48	SINGLE PROTEIN
5dtt	Q6XEC0	Q6XEC0	Beta-lactamase (EC 3.5.2.6)	None	Unclassified	CHEMBL1287604	Q6XEC0	OXA-48	SINGLE PROTEIN
3c56	P56109	P56109	Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	None	Unclassified	CHEMBL1287618	P56109	Fructose-bisphosphate aldolase	SINGLE PROTEIN
4a22	P9WQA3	P9WQA3	Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	None	Unclassified	CHEMBL1287620	P9WQA3	Fructose-bisphosphate aldolase	SINGLE PROTEIN
4lv4	P9WQA3	P9WQA3	Fructose-bisphosphate aldolase (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase)	None	Unclassified	CHEMBL1287620	P9WQA3	Fructose-bisphosphate aldolase	SINGLE PROTEIN
3p8h	Q9Y468	Q9Y468	Lethal(3)malignant brain tumor-like protein 1 (H-l(3)mbt) (H-l(3)mbt protein) (L(3)mbt-like) (L(3)mbt protein homolog) (L3MBTL1)	Lethal(3)malignant brain tumor-like protein 1	TF-Epigenetic	CHEMBL1287622	Q9Y468	Lethal(3)malignant brain tumor-like protein 1	SINGLE PROTEIN
2uy4	P29029	P29029	Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2)	None	Unclassified	CHEMBL1293195	P29029	Endochitinase	SINGLE PROTEIN
2uy5	P29029	P29029	Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2)	None	Unclassified	CHEMBL1293195	P29029	Endochitinase	SINGLE PROTEIN
2uy3	P29029	P29029	Endochitinase (EC 3.2.1.14) (Soluble cell wall protein 2)	None	Unclassified	CHEMBL1293195	P29029	Endochitinase	SINGLE PROTEIN
3rm4	Q9BZP6	Q9BZP6	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	Acidic mammalian chitinase	Enzyme	CHEMBL1293197	Q9BZP6	Acidic mammalian chitinase	SINGLE PROTEIN
3rm8	Q9BZP6	Q9BZP6	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	Acidic mammalian chitinase	Enzyme	CHEMBL1293197	Q9BZP6	Acidic mammalian chitinase	SINGLE PROTEIN
3rm9	Q9BZP6	Q9BZP6	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	Acidic mammalian chitinase	Enzyme	CHEMBL1293197	Q9BZP6	Acidic mammalian chitinase	SINGLE PROTEIN
3rme	Q9BZP6	Q9BZP6	Acidic mammalian chitinase (AMCase) (EC 3.2.1.14) (Lung-specific protein TSA1902)	Acidic mammalian chitinase	Enzyme	CHEMBL1293197	Q9BZP6	Acidic mammalian chitinase	SINGLE PROTEIN
2w2i	B2RXH2	B2RXH2	Lysine-specific demethylase 4E (EC 1.14.11.66) (KDM4D-like protein) (Lysine-specific demethylase 4D-like) ([histone H3]-trimethyl-L-lysine(9) demethylase 4E)	Lysine-specific demethylase 4E	Epigenetic	CHEMBL1293226	B2RXH2	Lysine-specific demethylase 4D-like	SINGLE PROTEIN
3v3q	P22736	P22736	Nuclear receptor subfamily 4 group A member 1 (Early response protein NAK1) (Nuclear hormone receptor NUR/77) (Nur77) (Orphan nuclear receptor HMR) (Orphan nuclear receptor TR3) (ST-59) (Testicular receptor 3)	Nuclear receptor subfamily 4 group A member 1	Nuclear Receptor	CHEMBL1293229	P22736	Nuclear receptor subfamily 4 group A member 1	SINGLE PROTEIN
1jje	Q79MP6	Q79MP6	Beta-lactamase (EC 3.5.2.6)	None	Unclassified	CHEMBL1293244	Q79MP6	Beta-lactamase	SINGLE PROTEIN
3e4a	P14735	P14735	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	Insulin-degrading enzyme	Enzyme	CHEMBL1293287	P14735	Insulin-degrading enzyme	SINGLE PROTEIN
4gsc	P14735	P14735	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	Insulin-degrading enzyme	Enzyme	CHEMBL1293287	P14735	Insulin-degrading enzyme	SINGLE PROTEIN
4dtt	P14735	P14735	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	Insulin-degrading enzyme	Enzyme	CHEMBL1293287	P14735	Insulin-degrading enzyme	SINGLE PROTEIN
4gs8	P14735	P14735	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	Insulin-degrading enzyme	Enzyme	CHEMBL1293287	P14735	Insulin-degrading enzyme	SINGLE PROTEIN
4lte	P14735	P14735	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	Insulin-degrading enzyme	Enzyme	CHEMBL1293287	P14735	Insulin-degrading enzyme	SINGLE PROTEIN
4re9	P14735	P14735	Insulin-degrading enzyme (EC 3.4.24.56) (Abeta-degrading protease) (Insulin protease) (Insulinase) (Insulysin)	Insulin-degrading enzyme	Enzyme	CHEMBL1293287	P14735	Insulin-degrading enzyme	SINGLE PROTEIN
2yek	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
3aqa	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
2ydw	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4a9i	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4qew	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4akn	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4alg	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4uyf	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4a9n	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4a9m	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
4mr5	P25440	P25440	Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)	Bromodomain-containing protein 2	Epigenetic	CHEMBL1293289	P25440	Bromodomain-containing protein 2	SINGLE PROTEIN
