"id","UniProt","Name","Family"
465,"P36383","Gap junction gamma-1 protein","Other"
466,"Q5T442","Gap junction gamma-2 protein","Other"
467,"Q8NFK1","Gap junction gamma-3 protein","Other"
468,"P02778","C-X-C motif chemokine 10","Other"
469,"Q9H2A7","C-X-C motif chemokine 16","Other"
470,"P08574","Cytochrome c1, heme protein, mitochondrial","Other"
471,"Q9H2H0","CXXC-type zinc finger protein 4","Other"
472,"P13236","C-C motif chemokine 4","Other"
473,"P51686","C-C chemokine receptor type 9","GPCR"
474,"P40259","B-cell antigen receptor complex-associated protein beta chain","Other"
475,"P16070","CD44 antigen","Other"
476,"Q6P1J9","Parafibromin","Other"
477,"P31358","CAMPATH-1 antigen","Other"
478,"Q5VXM1","CUB domain-containing protein 2","Other"
479,"Q86X02","Cerebellar degeneration-related protein 2-like","Other"
480,"Q16878","Cysteine dioxygenase type 1","Enzyme"
481,"Q9Y6F8","Testis-specific chromodomain protein Y 1","Epigenetic"
482,"Q9H6K1","Uncharacterized protein C6orf106","Other"
483,"Q5SZD1","Uncharacterized protein C6orf141","Other"
484,"Q8NHQ1","Centrosomal protein of 70 kDa","Other"
485,"Q8IYW2","Cilia- and flagella-associated protein 46","Other"
486,"Q96EP1","E3 ubiquitin-protein ligase CHFR","Enzyme"
487,"Q96BP2","Coiled-coil-helix-coiled-coil-helix domain-containing protein 1","Other"
488,"Q9Y6H1","Coiled-coil-helix-coiled-coil-helix domain-containing protein 2","Other"
489,"Q5SXM8","DNL-type zinc finger protein","Other"
490,"O00429","Dynamin-1-like protein","Other"
491,"Q9Y6K1","DNA (cytosine-5)-methyltransferase 3A","Epigenetic"
492,"Q9UBC3","DNA (cytosine-5)-methyltransferase 3B","Epigenetic"
493,"Q9UJW3","DNA (cytosine-5)-methyltransferase 3-like","Enzyme"
494,"Q6XZF7","Dynamin-binding protein","Other"
495,"P26358","DNA (cytosine-5)-methyltransferase 1","Enzyme"
496,"Q9ULA0","Aspartyl aminopeptidase","Enzyme"
497,"O43598","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","Enzyme"
498,"O00115","Deoxyribonuclease-2-alpha","Enzyme"
499,"P49184","Deoxyribonuclease-1-like 1","Enzyme"
500,"Q13609","Deoxyribonuclease gamma","Enzyme"
501,"P13765","HLA class II histocompatibility antigen, DO beta chain","Other"
502,"Q96BY6","Dedicator of cytokinesis protein 10","Other"
503,"Q5JSL3","Dedicator of cytokinesis protein 11","Other"
504,"Q14184","Double C2-like domain-containing protein beta","Other"
505,"Q14185","Dedicator of cytokinesis protein 1","Other"
506,"Q8IZD9","Dedicator of cytokinesis protein 3","Other"
507,"Q96N67","Dedicator of cytokinesis protein 7","Other"
508,"Q8NCQ2","Uncharacterized protein CSNK1G2-AS1","Other"
509,"Q9Y6Y1","Calmodulin-binding transcription activator 1","Transcription Factor"
510,"Q9BPX3","Condensin complex subunit 3","Other"
511,"Q6IBW4","Condensin-2 complex subunit H2","Other"
512,"P62633","Cellular nucleic acid-binding protein","Other"
513,"Q8IZM0","Putative CNGA1-overlapping antisense gene protein","Other"
514,"Q86U37","Uncharacterized protein encoded by LINC01551","Other"
515,"Q4W4Y0","Uncharacterized protein C14orf28","Other"
516,"Q86TU6","Putative uncharacterized protein encoded by LINC00523","Other"
517,"Q9H972","Uncharacterized protein C14orf93","Other"
518,"Q9NWQ9","Uncharacterized protein C14orf119","Other"
519,"Q9NPU4","Uncharacterized protein C14orf132","Other"
520,"Q96I85","Putative uncharacterized protein C14orf144","Other"
521,"Q52M58","Putative uncharacterized protein C14orf177","Other"
522,"Q8N769","Uncharacterized protein C14orf178","Other"
523,"Q8WXQ3","Putative uncharacterized protein encoded by LINC01599","Other"
524,"P09543","2',3'-cyclic-nucleotide 3'-phosphodiesterase","Enzyme"
525,"Q15021","Condensin complex subunit 1","Other"
526,"G9CGD6","CNK3/IPCEF1 fusion protein","Other"
527,"Q9NQW8","Cyclic nucleotide-gated cation channel beta-3","Ion Channel"
528,"Q12860","Contactin-1","Other"
529,"Q02246","Contactin-2","Other"
530,"P16444","Dipeptidase 1","Enzyme"
531,"Q8IWV2","Contactin-4","Other"
532,"Q9UQ52","Contactin-6","Other"
533,"Q9UIV1","CCR4-NOT transcription complex subunit 7","Other"
534,"Q8N815","Cyclin N-terminal domain-containing protein 1","Other"
535,"Q9BZ76","Contactin-associated protein-like 3","Other"
536,"Q9C0A0","Contactin-associated protein-like 4","Other"
537,"Q8WUR7","UPF0235 protein C15orf40","Other"
538,"Q9Y2V0","Uncharacterized protein C15orf41","Other"
539,"P02458","Collagen alpha-1(II) chain","Other"
540,"P08572","Collagen alpha-2(IV) chain","Other"
541,"Q49MI3","Ceramide kinase-like protein","Enzyme"
542,"Q9HC77","Centromere protein J","Other"
543,"Q96BT3","Centromere protein T","Other"
544,"Q8N0S6","Centromere protein L","Other"
545,"Q96ST8","Centrosomal protein of 89 kDa","Other"
546,"Q7Z7K6","Centromere protein V","Other"
547,"Q9UKY3","Putative inactive carboxylesterase 4","Enzyme"
548,"Q8IYR0","Cilia- and flagella-associated protein 206","Other"
549,"P08603","Complement factor H","Other"
550,"P05156","Complement factor I","Other"
551,"Q86XR8","Centrosomal protein of 57 kDa","Other"
552,"Q76N32","Centrosomal protein of 68 kDa","Other"
553,"Q8WU49","Uncharacterized protein C7orf33","Other"
554,"Q99674","Cell growth regulator with EF hand domain protein 1","Other"
555,"Q9Y6A4","Cilia- and flagella-associated protein 20","Other"
556,"Q96JM3","Chromosome alignment-maintaining phosphoprotein 1","Other"
557,"Q8TDI0","Chromodomain-helicase-DNA-binding protein 5","Epigenetic"
558,"Q9HCK8","Chromodomain-helicase-DNA-binding protein 8","Epigenetic"
559,"Q3L8U1","Chromodomain-helicase-DNA-binding protein 9","Epigenetic"
560,"Q8NE62","Choline dehydrogenase, mitochondrial","Enzyme"
561,"Q5SY13","Putative uncharacterized protein encoded by COL5A1-AS1","Other"
562,"A6NFQ7","Divergent paired-related homeobox","Transcription Factor"
563,"Q5T2R2","Decaprenyl-diphosphate synthase subunit 1","Enzyme"
564,"Q5JU00","Dynein regulatory complex subunit 5","Other"
565,"Q8NEE6","Dynein regulatory complex subunit 6","Other"
566,"Q8IY82","Dynein regulatory complex subunit 7","Other"
567,"Q5VUJ9","Dynein regulatory complex protein 8","Other"
568,"Q9H095","Dynein regulatory complex protein 9","Other"
569,"P21728","D(1A) dopamine receptor","GPCR"
570,"P14416","D(2) dopamine receptor","GPCR"
571,"Q86Y22","Collagen alpha-1(XXIII) chain","Other"
572,"P21917","D(4) dopamine receptor","GPCR"
573,"Q9NYL5","24-hydroxycholesterol 7-alpha-hydroxylase","Enzyme"
574,"P08684","Cytochrome P450 3A4","Enzyme"
575,"Q9H3G5","Probable serine carboxypeptidase CPVL","Enzyme"
576,"P17927","Complement receptor type 1","Other"
577,"P20813","Cytochrome P450 2B6","Other"
578,"Q96BA8","Cyclic AMP-responsive element-binding protein 3-like protein 1","Transcription Factor"
579,"O43768","Alpha-endosulfine","Other"
580,"O75355","Ectonucleoside triphosphate diphosphohydrolase 3","Enzyme"
581,"O75356","Ectonucleoside triphosphate diphosphohydrolase 5","Enzyme"
582,"Q9NQZ7","Ectonucleoside triphosphate diphosphohydrolase 7","Enzyme"
583,"Q9NPA8","Transcription and mRNA export factor ENY2","Other"
584,"Q9Y6X5","Bis(5'-adenosyl)-triphosphatase ENPP4","Enzyme"
585,"O95925","Eppin","Other"
586,"P42566","Epidermal growth factor receptor substrate 15","Other"
587,"Q14677","Clathrin interactor 1","Other"
588,"Q5JZY3","Ephrin type-A receptor 10","Kinase"
589,"P54753","Ephrin type-B receptor 3","Kinase"
590,"O15083","ERC protein 2","Other"
591,"O43731","ER lumen protein-retaining receptor 3","Other"
592,"Q4G0M1","Erythroferrone","Other"
593,"Q8IV48","3'-5' exoribonuclease 1","Enzyme"
594,"A8K979","ERI1 exoribonuclease 2","Enzyme"
595,"Q96RQ1","Endoplasmic reticulum-Golgi intermediate compartment protein 2","Other"
596,"O43414","ERI1 exoribonuclease 3","Enzyme"
597,"Q5W0A0","Glutamate-rich protein 6B","Other"
598,"Q86X53","Glutamate-rich protein 1","Other"
599,"A1L162","Glutamate-rich protein 2","Other"
600,"Q5RHP9","Glutamate-rich protein 3","Other"
601,"A6NGS2","Glutamate-rich protein 4","Other"
602,"Q6P6B1","Glutamate-rich protein 5","Other"
603,"P61579","Endogenous retrovirus group K member 25 Rec protein","Other"
604,"O75477","Erlin-1","Other"
605,"O94905","Erlin-2","Other"
606,"Q96PL5","Erythroid membrane-associated protein","Other"
607,"P47775","G-protein coupled receptor 12","GPCR"
608,"Q76MJ5","Serine/threonine-protein kinase/endoribonuclease IRE2","Kinase"
609,"Q14330","N-arachidonyl glycine receptor","GPCR"
610,"P46091","G-protein coupled receptor 1","GPCR"
611,"Q99679","Probable G-protein coupled receptor 21","GPCR"
612,"Q8NDV2","G-protein coupled receptor 26","GPCR"
613,"B6SEH8","Endogenous retrovirus group V member 1 Env polyprotein","Other"
614,"B6SEH9","Endogenous retrovirus group V member 2 Env polyprotein","Other"
615,"Q8TE68","Epidermal growth factor receptor kinase substrate 8-like protein 1","Enzyme"
616,"Q9H6S3","Epidermal growth factor receptor kinase substrate 8-like protein 2","Enzyme"
617,"Q8TE67","Epidermal growth factor receptor kinase substrate 8-like protein 3","Enzyme"
618,"Q96AP7","Endothelial cell-selective adhesion molecule","Other"
619,"Q5FWF5","N-acetyltransferase ESCO1","Enzyme"
620,"Q56NI9","N-acetyltransferase ESCO2","Enzyme"
621,"O75715","Epididymal secretory glutathione peroxidase","Enzyme"
622,"Q96J88","Epithelial-stromal interaction protein 1","Other"
623,"Q6NXG1","Epithelial splicing regulatory protein 1","Other"
624,"P10768","S-formylglutathione hydrolase","Enzyme"
625,"P12544","Granzyme A","Enzyme"
626,"P10144","Granzyme B","Enzyme"
627,"Q8N693","Homeobox protein ESX1","Transcription Factor"
628,"P49863","Granzyme K","Enzyme"
629,"Q6IC98","GRAM domain-containing protein 4","Other"
630,"O75791","GRB2-related adapter protein 2","Other"
631,"Q13588","GRB2-related adapter protein","Other"
632,"Q9BSJ8","Extended synaptotagmin-1","Other"
633,"A0FGR8","Extended synaptotagmin-2","Other"
634,"A0FGR9","Extended synaptotagmin-3","Other"
635,"Q13322","Growth factor receptor-bound protein 10","Other"
636,"Q3ZM63","Embryonic testis differentiation protein homolog A","Other"
637,"P0DPP9","Embryonic testis differentiation protein homolog B","Other"
638,"A0A1B0GVM5","Embryonic testis differentiation protein homolog C","Other"
639,"P38117","Electron transfer flavoprotein subunit beta","Other"
640,"Q6IPR1","Electron transfer flavoprotein regulatory factor 1","Other"
641,"Q3V6T2","Girdin","Other"
642,"P50549","ETS translocation variant 1","Transcription Factor"
643,"P41162","ETS translocation variant 3","Transcription Factor"
644,"P15036","Protein C-ets-2","Transcription Factor"
645,"Q9NYK6","Protein EURL homolog","Other"
646,"P58658","Protein eva-1 homolog C","Other"
647,"P57679","Ellis-van Creveld syndrome protein","Other"
648,"Q9BZE7","UPF0193 protein EVG1","Other"
649,"P22794","Protein EVI2A","Other"
650,"Q9UI08","Ena/VASP-like protein","Other"
651,"A8MZ36","Envoplakin-like protein","Other"
652,"P49640","Homeobox even-skipped homolog protein 1","Transcription Factor"
653,"Q03828","Homeobox even-skipped homolog protein 2","Transcription Factor"
654,"Q01844","RNA-binding protein EWS","Other"
655,"Q86VI1","Exocyst complex component 3-like protein","Other"
656,"Q7LDG7","RAS guanyl-releasing protein 2","Other"
657,"Q92772","Cyclin-dependent kinase-like 2","Kinase"
658,"Q14004","Cyclin-dependent kinase 13","Kinase"
659,"Q3KPI0","Carcinoembryonic antigen-related cell adhesion molecule 21","Other"
660,"Q8NAS9","Putative uncharacterized protein C5orf17","Other"
661,"Q7Z6I8","UPF0461 protein C5orf24","Other"
662,"P47902","Homeobox protein CDX-1","Transcription Factor"
663,"P50613","Cyclin-dependent kinase 7","Kinase"
664,"P31997","Carcinoembryonic antigen-related cell adhesion molecule 8","Other"
665,"Q96J87","CUGBP Elav-like family member 6","Other"
666,"Q6UXA7","Uncharacterized protein C6orf15","Other"
667,"O95873","Uncharacterized protein C6orf47","Other"
668,"Q9HD87","Putative uncharacterized protein C6orf50","Other"
669,"Q9P0P8","Uncharacterized protein C6orf203","Other"
670,"A6NFT4","Cilia- and flagella-associated protein 73","Other"
671,"Q7Z4R8","UPF0669 protein C6orf120","Other"
672,"Q9C0B2","Cilia- and flagella-associated protein 74","Other"
673,"Q5T6M2","Putative uncharacterized protein encoded by LINC00242","Other"
674,"Q8NI28","Putative uncharacterized protein encoded by LINC01006","Other"
675,"Q9BPX7","UPF0415 protein C7orf25","Other"
676,"Q16880","2-hydroxyacylsphingosine 1-beta-galactosyltransferase","Enzyme"
677,"Q8N884","Cyclic GMP-AMP synthase","Enzyme"
678,"P13569","Cystic fibrosis transmembrane conductance regulator","Ion Channel"
679,"Q96MR6","Cilia- and flagella-associated protein 57","Other"
680,"Q8TD26","Chromodomain-helicase-DNA-binding protein 6","Epigenetic"
681,"P25067","Collagen alpha-2(VIII) chain","Other"
682,"P0C0L4","Complement C4-A","Other"
683,"P07360","Complement component C8 gamma chain","Other"
684,"P20849","Collagen alpha-1(IX) chain","Other"
685,"P02462","Collagen alpha-1(IV) chain","Other"
686,"P12110","Collagen alpha-2(VI) chain","Other"
687,"Q9Y2R0","Cytochrome c oxidase assembly factor 3 homolog, mitochondrial","Enzyme"
688,"Q02388","Collagen alpha-1(VII) chain","Other"
689,"Q15054","DNA polymerase delta subunit 3","Enzyme"
690,"Q9HCU8","DNA polymerase delta subunit 4","Enzyme"
691,"Q07864","DNA polymerase epsilon catalytic subunit A","Enzyme"
692,"P56282","DNA polymerase epsilon subunit 2","Enzyme"
693,"Q9NRF9","DNA polymerase epsilon subunit 3","Enzyme"
694,"Q9UHL4","Dipeptidyl peptidase 2","Enzyme"
695,"Q9NY33","Dipeptidyl peptidase 3","Enzyme"
696,"P27487","Dipeptidyl peptidase 4","Enzyme"
697,"P23528","Cofilin-1","Other"
698,"Q9Y281","Cofilin-2","Other"
699,"Q6V1X1","Dipeptidyl peptidase 8","Enzyme"
700,"Q86TI2","Dipeptidyl peptidase 9","Enzyme"
701,"Q7L190","Developmental pluripotency-associated protein 4","Other"
702,"A6NC42","Developmental pluripotency-associated 5 protein","Other"
703,"Q17RW2","Collagen alpha-1(XXIV) chain","Other"
704,"Q8NHY2","E3 ubiquitin-protein ligase COP1","Enzyme"
705,"Q9UII6","Dual specificity protein phosphatase 13 isoform B","Enzyme"
706,"Q5RI15","Cytochrome c oxidase assembly protein COX20, mitochondrial","Enzyme"
707,"P0DPQ6","DDIT3 upstream open reading frame protein","Other"
708,"Q494V2","Cilia- and flagella-associated protein 100","Other"
709,"Q9BSU1","UPF0183 protein C16orf70","Other"
710,"Q6UX73","UPF0764 protein C16orf89","Other"
711,"O75354","Ectonucleoside triphosphate diphosphohydrolase 6","Enzyme"
712,"Q09472","Histone acetyltransferase p300","Epigenetic"
713,"Q9UM22","Mammalian ependymin-related protein 1","Other"
714,"O95278","Laforin","Enzyme"
715,"Q9HCE0","Ectopic P granules protein 5 homolog","Other"
716,"Q9H201","Epsin-3","Other"
717,"P29317","Ephrin type-A receptor 2","Kinase"
718,"Q5T890","DNA excision repair protein ERCC-6-like 2","Other"
719,"Q9H9Y4","GPN-loop GTPase 2","Enzyme"
720,"Q2NKX8","DNA excision repair protein ERCC-6-like","Other"
721,"P07992","DNA excision repair protein ERCC-1","Other"
722,"P18074","General transcription and DNA repair factor IIH helicase subunit XPD","Enzyme"
723,"P28715","DNA repair protein complementing XP-G cells","Enzyme"
724,"Q03468","DNA excision repair protein ERCC-6","Other"
725,"Q13216","DNA excision repair protein ERCC-8","Other"
726,"P50548","ETS domain-containing transcription factor ERF","Transcription Factor"
727,"Q14534","Squalene monooxygenase","Enzyme"
728,"O76062","Delta(14)-sterol reductase","Enzyme"
729,"Q9UKR5","Probable ergosterol biosynthetic protein 28","Other"
730,"Q9Y282","Endoplasmic reticulum-Golgi intermediate compartment protein 3","Other"
731,"P48449","Lanosterol synthase","Enzyme"
732,"Q969X5","Endoplasmic reticulum-Golgi intermediate compartment protein 1","Other"
733,"Q7L0X2","Glutamate-rich protein 6","Other"
734,"O76042","Putative uncharacterized protein encoded by ERC2-IT1","Other"
735,"O75460","Serine/threonine-protein kinase/endoribonuclease IRE1","Kinase"
736,"P49685","G-protein coupled receptor 15","GPCR"
737,"Q13304","Uracil nucleotide/cysteinyl leukotriene receptor","GPCR"
738,"Q15760","Probable G-protein coupled receptor 19","GPCR"
739,"Q96HE7","ERO1-like protein alpha","Other"
740,"Q99680","G-protein coupled receptor 22","GPCR"
741,"O00155","Probable G-protein coupled receptor 25","GPCR"
742,"Q96DN0","Endoplasmic reticulum resident protein 27","Other"
743,"O00270","12-(S)-hydroxy-5,8,10,14-eicosatetraenoic acid receptor","GPCR"
744,"O75388","Probable G-protein coupled receptor 32","GPCR"
745,"Q49SQ1","Probable G-protein coupled receptor 33","GPCR"
746,"Q9UPC5","Probable G-protein coupled receptor 34","GPCR"
747,"O43194","G-protein coupled receptor 39","GPCR"
748,"O15529","G-protein coupled receptor 42","GPCR"
749,"Q9Y5Y3","Probable G-protein coupled receptor 45","GPCR"
750,"Q86YR5","G-protein-signaling modulator 1","Other"
751,"P81274","G-protein-signaling modulator 2","Other"
752,"Q8N954","G patch domain-containing protein 11","Other"
753,"P0DP91","Chimeric ERCC6-PGBD3 protein","Other"
754,"P11474","Steroid hormone receptor ERR1","Nuclear Receptor"
755,"Q96I76","G patch domain-containing protein 3","Other"
756,"O95718","Steroid hormone receptor ERR2","Nuclear Receptor"
757,"P62508","Estrogen-related receptor gamma","Nuclear Receptor"
758,"Q9HCN6","Platelet glycoprotein VI","Other"
759,"Q9UJM3","ERBB receptor feedback inhibitor 1","Other"
760,"P07203","Glutathione peroxidase 1","Enzyme"
761,"P18283","Glutathione peroxidase 2","Enzyme"
762,"P22352","Glutathione peroxidase 3","Enzyme"
763,"Q9H501","ESF1 homolog","Other"
764,"Q96SL4","Glutathione peroxidase 7","Enzyme"
765,"Q9NQ30","Endothelial cell-specific molecule 1","Other"
766,"Q6ZVH7","Espin-like protein","Other"
767,"P03372","Estrogen receptor","Nuclear Receptor"
768,"Q6UWW8","Carboxylesterase 3","Enzyme"
769,"Q5XG92","Carboxylesterase 4A","Enzyme"
770,"Q6NT32","Carboxylesterase 5A","Enzyme"
771,"O15544","Protein GR6","Other"
772,"P20718","Granzyme H","Enzyme"
773,"P51124","Granzyme M","Enzyme"
774,"P28676","Grancalcin","Other"
775,"Q4V328","GRIP1-associated protein 1","Other"
776,"Q8TC17","GRB2-related adapter protein-like","Other"
777,"Q7Z6J2","General receptor for phosphoinositides 1-associated scaffold protein","Other"
778,"Q9NY74","Ewing's tumor-associated antigen 1","Other"
779,"Q14449","Growth factor receptor-bound protein 14","Other"
780,"Q9C091","GREB1-like protein","Other"
781,"P62993","Growth factor receptor-bound protein 2","Other"
782,"Q14451","Growth factor receptor-bound protein 7","Other"
783,"P13804","Electron transfer flavoprotein subunit alpha, mitochondrial","Other"
